Phenotype data set -- Mouse Phenome Database (phenome.jax.org),,,,,,
"Data set: CGDpheno2    Title: Variation over time for C57BL/6J controls, multi-system survey of mouse physiology    Year: 2009",,,,,,
Table of individual animal values,,,,,,
For metadata and more info please see:  http://phenome.jax.org/db/q?rtn=projects/details&sym=CGDpheno2&mlistmode=varnames,,,,,,
,,,,,,
strain,id,age,sex,PLT,MPV,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
C57BL/6J,444677,10,f,7/25/2002,potassium,5.93
C57BL/6J,444678,10,f,7/25/2002,potassium,7.91
C57BL/6J,444679,10,f,7/25/2002,potassium,6.09
C57BL/6J,451208,10,f,8/17/2002,potassium,8.02
C57BL/6J,451209,10,f,8/17/2002,potassium,6.78
C57BL/6J,451210,10,f,8/17/2002,potassium,6.24
C57BL/6J,451211,10,f,8/17/2002,potassium,6.18
C57BL/6J,452427,10,f,9/4/2002,potassium,6.98
C57BL/6J,453931,10,f,9/26/2002,potassium,8.84
C57BL/6J,453933,10,f,9/26/2002,potassium,6.88
C57BL/6J,453935,10,f,9/26/2002,potassium,6.6
C57BL/6J,453937,10,f,9/26/2002,potassium,6.1
C57BL/6J,455549,10,f,10/19/2002,potassium,7.91
C57BL/6J,455551,10,f,10/19/2002,potassium,7.73
C57BL/6J,455553,10,f,10/19/2002,potassium,7.57
C57BL/6J,456940,10,f,11/2/2002,potassium,6.69
C57BL/6J,456942,10,f,11/2/2002,potassium,6.59
C57BL/6J,456944,10,f,11/2/2002,potassium,7.19
C57BL/6J,456946,10,f,11/2/2002,potassium,7.51
C57BL/6J,458729,9,f,11/21/2002,potassium,7.98
C57BL/6J,458731,9,f,11/21/2002,potassium,8.08
C57BL/6J,458733,9,f,11/21/2002,potassium,8.64
C57BL/6J,458735,9,f,11/21/2002,potassium,9.04
C57BL/6J,458737,9,f,11/21/2002,potassium,7.38
C57BL/6J,458739,9,f,11/21/2002,potassium,7.72
C57BL/6J,458741,9,f,11/21/2002,potassium,8.08
C57BL/6J,458743,9,f,11/21/2002,potassium,7.42
C57BL/6J,460139,10,f,12/12/2002,potassium,7.41
C57BL/6J,460141,10,f,12/12/2002,potassium,6.25
C57BL/6J,460143,10,f,12/12/2002,potassium,6.83
C57BL/6J,460145,10,f,12/12/2002,potassium,6.07
C57BL/6J,461891,10,f,1/3/2003,potassium,7.99
C57BL/6J,461893,10,f,1/3/2003,potassium,7.67
C57BL/6J,461895,10,f,1/3/2003,potassium,7.91
C57BL/6J,461897,10,f,1/3/2003,potassium,8.11
C57BL/6J,462925,10,f,2/1/2003,potassium,6.71
C57BL/6J,462927,10,f,2/1/2003,potassium,6.99
C57BL/6J,462929,10,f,2/1/2003,potassium,7.43
C57BL/6J,462931,10,f,2/1/2003,potassium,6.75
C57BL/6J,462933,10,f,2/1/2003,potassium,7.27
C57BL/6J,462935,10,f,2/1/2003,potassium,7.95
C57BL/6J,462937,10,f,2/1/2003,potassium,8.55
C57BL/6J,462939,10,f,2/1/2003,potassium,7.01
C57BL/6J,465343,10,f,2/14/2003,potassium,7.47
C57BL/6J,465345,10,f,2/14/2003,potassium,6.97
C57BL/6J,465347,10,f,2/14/2003,potassium,6.45
C57BL/6J,465349,10,f,2/14/2003,potassium,6.87
C57BL/6J,467180,10,f,3/5/2003,potassium,6.99
C57BL/6J,467182,10,f,3/5/2003,potassium,7.11
C57BL/6J,467184,10,f,3/5/2003,potassium,8.31
C57BL/6J,467186,10,f,3/5/2003,potassium,8.15
C57BL/6J,470409,10,f,4/5/2003,potassium,6.76
C57BL/6J,470411,10,f,4/5/2003,potassium,7.3
C57BL/6J,470413,10,f,4/5/2003,potassium,8.56
C57BL/6J,470415,10,f,4/5/2003,potassium,7.6
C57BL/6J,473347,10,f,4/18/2003,potassium,7.05
C57BL/6J,473349,10,f,4/18/2003,potassium,5.85
C57BL/6J,473351,10,f,4/18/2003,potassium,8.11
C57BL/6J,473353,10,f,4/18/2003,potassium,7.29
C57BL/6J,477018,10,f,5/14/2003,potassium,6.69
C57BL/6J,477020,10,f,5/14/2003,potassium,5.81
C57BL/6J,477022,10,f,5/14/2003,potassium,7.11
C57BL/6J,477024,10,f,5/14/2003,potassium,7.59
C57BL/6J,480388,10,f,6/7/2003,potassium,8.1
C57BL/6J,480390,10,f,6/7/2003,potassium,8.54
C57BL/6J,480392,10,f,6/7/2003,potassium,8.12
C57BL/6J,480394,10,f,6/7/2003,potassium,7.82
C57BL/6J,484218,10,f,6/21/2003,potassium,6.39
C57BL/6J,484222,11,f,6/21/2003,potassium,6.69
C57BL/6J,484224,11,f,6/21/2003,potassium,6.69
C57BL/6J,487124,10,f,7/22/2003,potassium,8.12
C57BL/6J,487126,10,f,7/22/2003,potassium,7.86
C57BL/6J,488726,10,f,8/5/2003,potassium,6.56
C57BL/6J,488728,10,f,8/5/2003,potassium,6.62
C57BL/6J,488730,10,f,8/5/2003,potassium,6.72
C57BL/6J,488732,10,f,8/5/2003,potassium,6.08
C57BL/6J,492058,10,f,9/6/2003,potassium,7.04
C57BL/6J,492060,10,f,9/6/2003,potassium,6.44
C57BL/6J,492062,10,f,9/6/2003,potassium,7.16
C57BL/6J,492064,10,f,9/6/2003,potassium,6.78
C57BL/6J,495222,10,f,10/15/2003,potassium,7.66
C57BL/6J,495224,10,f,10/15/2003,potassium,6.8
C57BL/6J,495228,10,f,10/15/2003,potassium,6.98
C57BL/6J,496582,10,f,10/15/2003,potassium,8.12
C57BL/6J,496584,10,f,10/15/2003,potassium,7.56
C57BL/6J,496586,10,f,10/15/2003,potassium,7.2
C57BL/6J,496588,10,f,10/15/2003,potassium,9.28
C57BL/6J,497988,10,f,10/25/2003,potassium,6.01
C57BL/6J,497990,10,f,10/25/2003,potassium,5.05
C57BL/6J,497992,10,f,10/25/2003,potassium,7.13
C57BL/6J,497994,9,f,10/25/2003,potassium,5.75
C57BL/6J,500476,10,f,11/25/2003,potassium,6.38
C57BL/6J,500478,10,f,11/25/2003,potassium,7.18
C57BL/6J,500480,10,f,11/25/2003,potassium,6.78
C57BL/6J,500482,10,f,11/25/2003,potassium,7.58
C57BL/6J,503426,11,f,2/10/2004,potassium,6.46
C57BL/6J,503428,11,f,2/10/2004,potassium,6.72
C57BL/6J,505042,10,f,2/10/2004,potassium,6.8
C57BL/6J,505044,10,f,2/10/2004,potassium,9.7
C57BL/6J,507932,10,f,3/25/2004,potassium,7.05
C57BL/6J,507934,10,f,3/25/2004,potassium,9.55
C57BL/6J,507936,10,f,3/25/2004,potassium,6.15
C57BL/6J,508688,10,f,3/25/2004,potassium,6.01
C57BL/6J,508690,10,f,3/25/2004,potassium,6.53
C57BL/6J,508692,10,f,3/25/2004,potassium,5.21
C57BL/6J,508694,10,f,3/25/2004,potassium,6.55
C57BL/6J,509320,10,f,3/25/2004,potassium,7.01
C57BL/6J,509324,10,f,3/25/2004,potassium,7.33
C57BL/6J,509326,10,f,3/25/2004,potassium,6.85
C57BL/6J,512828,10,f,6/18/2004,potassium,6.95
C57BL/6J,512830,10,f,6/18/2004,potassium,6.81
C57BL/6J,514178,10,f,6/18/2004,potassium,6.77
C57BL/6J,514180,10,f,6/18/2004,potassium,7.13
C57BL/6J,514182,10,f,6/18/2004,potassium,6.49
C57BL/6J,514184,10,f,6/18/2004,potassium,6.17
C57BL/6J,516498,10,f,6/18/2004,potassium,7.53
C57BL/6J,516500,10,f,6/18/2004,potassium,6.93
C57BL/6J,516972,10,f,6/18/2004,potassium,7.03
C57BL/6J,516974,10,f,6/18/2004,potassium,6.15
C57BL/6J,444680,10,m,7/25/2002,potassium,6.93
C57BL/6J,444681,10,m,7/25/2002,potassium,6.27
C57BL/6J,444682,10,m,7/25/2002,potassium,5.75
C57BL/6J,444683,10,m,7/25/2002,potassium,6.13
C57BL/6J,451212,10,m,8/17/2002,potassium,7.26
C57BL/6J,451213,10,m,8/17/2002,potassium,6.58
C57BL/6J,451214,10,m,8/17/2002,potassium,7.56
C57BL/6J,451215,10,m,8/17/2002,potassium,6.94
C57BL/6J,452429,9,m,9/4/2002,potassium,8.24
C57BL/6J,452433,9,m,9/4/2002,potassium,9.04
C57BL/6J,452435,9,m,9/4/2002,potassium,8.24
C57BL/6J,453939,10,m,9/26/2002,potassium,6.78
C57BL/6J,453941,10,m,9/26/2002,potassium,7.2
C57BL/6J,453943,10,m,9/26/2002,potassium,7.28
C57BL/6J,453945,10,m,9/26/2002,potassium,7.06
C57BL/6J,455557,10,m,10/19/2002,potassium,7.29
C57BL/6J,455559,10,m,10/19/2002,potassium,8.37
C57BL/6J,455561,10,m,10/19/2002,potassium,8.63
C57BL/6J,455563,10,m,10/19/2002,potassium,7.75
C57BL/6J,456948,10,m,11/2/2002,potassium,8.49
C57BL/6J,456950,10,m,11/2/2002,potassium,6.93
C57BL/6J,456952,10,m,11/2/2002,potassium,8.35
C57BL/6J,456954,10,m,11/2/2002,potassium,7.29
C57BL/6J,460147,10,m,12/12/2002,potassium,7.55
C57BL/6J,460149,10,m,12/12/2002,potassium,8.05
C57BL/6J,460151,10,m,12/12/2002,potassium,7.39
C57BL/6J,460153,10,m,12/12/2002,potassium,7.57
C57BL/6J,461899,10,m,1/3/2003,potassium,7.67
C57BL/6J,461901,10,m,1/3/2003,potassium,8.67
C57BL/6J,461903,10,m,1/3/2003,potassium,8.35
C57BL/6J,461905,10,m,1/3/2003,potassium,7.75
C57BL/6J,465351,10,m,2/14/2003,potassium,7.03
C57BL/6J,465353,10,m,2/14/2003,potassium,7.07
C57BL/6J,465355,10,m,2/14/2003,potassium,7.23
C57BL/6J,465357,10,m,2/14/2003,potassium,6.65
C57BL/6J,467172,10,m,3/5/2003,potassium,7.19
C57BL/6J,467174,10,m,3/5/2003,potassium,6.91
C57BL/6J,467176,10,m,3/5/2003,potassium,9.01
C57BL/6J,467178,10,m,3/5/2003,potassium,8.57
C57BL/6J,470417,10,m,4/5/2003,potassium,7.58
C57BL/6J,470419,10,m,4/5/2003,potassium,8.36
C57BL/6J,470421,10,m,4/5/2003,potassium,8.96
C57BL/6J,470423,10,m,4/5/2003,potassium,8.72
C57BL/6J,473355,10,m,4/18/2003,potassium,6.63
C57BL/6J,473357,10,m,4/18/2003,potassium,6.45
C57BL/6J,473359,10,m,4/18/2003,potassium,7.67
C57BL/6J,473361,10,m,4/18/2003,potassium,7.17
C57BL/6J,477026,10,m,5/14/2003,potassium,6.73
C57BL/6J,477028,10,m,5/14/2003,potassium,6.91
C57BL/6J,477030,10,m,5/14/2003,potassium,7.67
C57BL/6J,477032,10,m,5/14/2003,potassium,8.29
C57BL/6J,480406,10,m,6/7/2003,potassium,8.02
C57BL/6J,480408,10,m,6/7/2003,potassium,9.58
C57BL/6J,480410,10,m,6/7/2003,potassium,8.7
C57BL/6J,480412,10,m,6/7/2003,potassium,8.24
C57BL/6J,484226,11,m,6/21/2003,potassium,7.05
C57BL/6J,484228,11,m,6/21/2003,potassium,6.73
C57BL/6J,484230,11,m,6/21/2003,potassium,6.61
C57BL/6J,484232,11,m,6/21/2003,potassium,6.13
C57BL/6J,487130,10,m,7/22/2003,potassium,9.1
C57BL/6J,487134,10,m,7/22/2003,potassium,9.96
C57BL/6J,488742,10,m,8/5/2003,potassium,7.2
C57BL/6J,488744,10,m,8/5/2003,potassium,6.6
C57BL/6J,488746,10,m,8/5/2003,potassium,7.6
C57BL/6J,488748,10,m,8/5/2003,potassium,8.2
C57BL/6J,492066,10,m,9/6/2003,potassium,6.24
C57BL/6J,492068,10,m,9/6/2003,potassium,5.92
C57BL/6J,492070,10,m,9/6/2003,potassium,7.44
C57BL/6J,492072,10,m,9/6/2003,potassium,6.32
C57BL/6J,495230,11,m,10/15/2003,potassium,7.84
C57BL/6J,495232,10,m,10/15/2003,potassium,7.86
C57BL/6J,495234,10,m,10/15/2003,potassium,7.34
C57BL/6J,495236,10,m,10/15/2003,potassium,7.28
C57BL/6J,496590,10,m,10/15/2003,potassium,8.36
C57BL/6J,496592,10,m,10/15/2003,potassium,7.76
C57BL/6J,496594,10,m,10/15/2003,potassium,8.42
C57BL/6J,496596,10,m,10/15/2003,potassium,9.46
C57BL/6J,497996,9,m,10/25/2003,potassium,6.21
C57BL/6J,497998,9,m,10/25/2003,potassium,8.11
C57BL/6J,498000,9,m,10/25/2003,potassium,8.03
C57BL/6J,498002,9,m,10/25/2003,potassium,7.33
C57BL/6J,500484,10,m,11/25/2003,potassium,8.24
C57BL/6J,500486,10,m,11/25/2003,potassium,7.46
C57BL/6J,500488,10,m,11/25/2003,potassium,7.06
C57BL/6J,500490,10,m,11/25/2003,potassium,6.7
C57BL/6J,503430,11,m,2/10/2004,potassium,6.18
C57BL/6J,503432,11,m,2/10/2004,potassium,6.68
C57BL/6J,505046,10,m,2/10/2004,potassium,7.04
C57BL/6J,505048,10,m,2/10/2004,potassium,7.44
C57BL/6J,507940,10,m,3/25/2004,potassium,8.29
C57BL/6J,507942,10,m,3/25/2004,potassium,8.25
C57BL/6J,508702,10,m,3/25/2004,potassium,6.55
C57BL/6J,508704,10,m,3/25/2004,potassium,7.27
C57BL/6J,508706,10,m,3/25/2004,potassium,6.67
C57BL/6J,508708,10,m,3/25/2004,potassium,6.47
C57BL/6J,509328,10,m,3/25/2004,potassium,6.35
C57BL/6J,509330,10,m,3/25/2004,potassium,6.63
C57BL/6J,509332,10,m,3/25/2004,potassium,6.57
C57BL/6J,509334,10,m,3/25/2004,potassium,6.39
C57BL/6J,512832,10,m,6/18/2004,potassium,8.33
C57BL/6J,512834,10,m,6/18/2004,potassium,6.87
C57BL/6J,514186,10,m,6/18/2004,potassium,6.47
C57BL/6J,514188,10,m,6/18/2004,potassium,6.69
C57BL/6J,514190,10,m,6/18/2004,potassium,6.89
C57BL/6J,516976,10,m,6/18/2004,potassium,6.35
C57BL/6J,516978,10,m,6/18/2004,potassium,6.73
C57BL/6J,444677,11,f,7/25/2002,RBC,9.76
C57BL/6J,444678,11,f,7/25/2002,RBC,9.78
C57BL/6J,444679,11,f,7/25/2002,RBC,10.1
C57BL/6J,451208,11,f,8/14/2002,RBC,9.89
C57BL/6J,451209,11,f,8/14/2002,RBC,7.55
C57BL/6J,451210,11,f,8/14/2002,RBC,9.81
C57BL/6J,451211,11,f,8/14/2002,RBC,9.84
C57BL/6J,452421,11,f,9/5/2002,RBC,10.3
C57BL/6J,452423,11,f,9/5/2002,RBC,10.5
C57BL/6J,452425,11,f,9/5/2002,RBC,10
C57BL/6J,452427,11,f,9/5/2002,RBC,10
C57BL/6J,453931,11,f,9/26/2002,RBC,10.2
C57BL/6J,453935,11,f,9/26/2002,RBC,10.3
C57BL/6J,453937,11,f,9/26/2002,RBC,10.2
C57BL/6J,455549,11,f,10/18/2002,RBC,10.4
C57BL/6J,455551,11,f,10/18/2002,RBC,10.3
C57BL/6J,455553,11,f,10/18/2002,RBC,10.1
C57BL/6J,456940,11,f,11/7/2002,RBC,10.1
C57BL/6J,456942,11,f,11/7/2002,RBC,9.99
C57BL/6J,456944,11,f,11/7/2002,RBC,9.91
C57BL/6J,456946,11,f,11/7/2002,RBC,10.1
C57BL/6J,458729,10,f,11/28/2002,RBC,9.86
C57BL/6J,458731,10,f,11/28/2002,RBC,9.97
C57BL/6J,458733,10,f,11/28/2002,RBC,9.8
C57BL/6J,458735,10,f,11/28/2002,RBC,9.87
C57BL/6J,458737,10,f,11/28/2002,RBC,9.87
C57BL/6J,458739,10,f,11/28/2002,RBC,9.38
C57BL/6J,458741,10,f,11/28/2002,RBC,9.72
C57BL/6J,458743,10,f,11/28/2002,RBC,9.47
C57BL/6J,460139,11,f,12/19/2002,RBC,10.1
C57BL/6J,460141,11,f,12/19/2002,RBC,10.3
C57BL/6J,460143,11,f,12/19/2002,RBC,10.5
C57BL/6J,460145,11,f,12/19/2002,RBC,10.7
C57BL/6J,461893,11,f,1/10/2003,RBC,9.65
C57BL/6J,461897,11,f,1/10/2003,RBC,10.9
C57BL/6J,462925,11,f,1/30/2003,RBC,9.93
C57BL/6J,462927,11,f,1/30/2003,RBC,9.93
C57BL/6J,462931,11,f,1/30/2003,RBC,10.2
C57BL/6J,462933,11,f,1/30/2003,RBC,10.3
C57BL/6J,462935,11,f,1/30/2003,RBC,10.7
C57BL/6J,462937,11,f,1/30/2003,RBC,10.4
C57BL/6J,462939,11,f,1/30/2003,RBC,10.3
C57BL/6J,465343,11,f,2/20/2003,RBC,9.75
C57BL/6J,465345,11,f,2/20/2003,RBC,10.6
C57BL/6J,465347,11,f,2/20/2003,RBC,10.7
C57BL/6J,465349,11,f,2/20/2003,RBC,10.5
C57BL/6J,467180,11,f,3/13/2003,RBC,10.1
C57BL/6J,467182,11,f,3/13/2003,RBC,10.4
C57BL/6J,467184,11,f,3/13/2003,RBC,10.1
C57BL/6J,467186,11,f,3/13/2003,RBC,10.1
C57BL/6J,470409,11,f,4/3/2003,RBC,9.83
C57BL/6J,470413,11,f,4/3/2003,RBC,10.1
C57BL/6J,470415,11,f,4/3/2003,RBC,10.1
C57BL/6J,473347,11,f,4/25/2003,RBC,10.9
C57BL/6J,473349,11,f,4/25/2003,RBC,10.7
C57BL/6J,473351,11,f,4/25/2003,RBC,10.9
C57BL/6J,473353,11,f,4/25/2003,RBC,10.6
C57BL/6J,477020,11,f,5/15/2003,RBC,10.1
C57BL/6J,477022,11,f,5/15/2003,RBC,9.69
C57BL/6J,477024,11,f,5/15/2003,RBC,9.81
C57BL/6J,480388,11,f,6/6/2003,RBC,10.8
C57BL/6J,480390,11,f,6/6/2003,RBC,10.6
C57BL/6J,480392,11,f,6/6/2003,RBC,10.8
C57BL/6J,480394,11,f,6/6/2003,RBC,10.4
C57BL/6J,484218,11,f,6/26/2003,RBC,10.3
C57BL/6J,484220,12,f,6/26/2003,RBC,10.7
C57BL/6J,484224,12,f,6/26/2003,RBC,10.2
C57BL/6J,487124,11,f,7/17/2003,RBC,11.1
C57BL/6J,487126,11,f,7/17/2003,RBC,10.4
C57BL/6J,487128,11,f,7/17/2003,RBC,10.2
C57BL/6J,488726,11,f,8/7/2003,RBC,11.2
C57BL/6J,488728,11,f,8/7/2003,RBC,10.6
C57BL/6J,488730,11,f,8/7/2003,RBC,10.1
C57BL/6J,488732,11,f,8/7/2003,RBC,10.1
C57BL/6J,492058,11,f,8/28/2003,RBC,10.6
C57BL/6J,492064,11,f,8/28/2003,RBC,11
C57BL/6J,495222,10,f,9/18/2003,RBC,10.2
C57BL/6J,495224,10,f,9/18/2003,RBC,10.2
C57BL/6J,495226,10,f,9/18/2003,RBC,9.83
C57BL/6J,495228,10,f,9/18/2003,RBC,9.65
C57BL/6J,496582,11,f,10/9/2003,RBC,9.87
C57BL/6J,496584,11,f,10/9/2003,RBC,10.8
C57BL/6J,496586,11,f,10/9/2003,RBC,10.5
C57BL/6J,496588,11,f,10/9/2003,RBC,11.2
C57BL/6J,497988,11,f,10/28/2003,RBC,10.2
C57BL/6J,497990,11,f,10/28/2003,RBC,10.8
C57BL/6J,497992,11,f,10/28/2003,RBC,10.6
C57BL/6J,497994,10,f,10/28/2003,RBC,10.4
C57BL/6J,500476,11,f,11/25/2003,RBC,9.28
C57BL/6J,500478,11,f,11/25/2003,RBC,10.4
C57BL/6J,500480,11,f,11/25/2003,RBC,10
C57BL/6J,500482,11,f,11/25/2003,RBC,10.2
C57BL/6J,503426,12,f,1/2/2004,RBC,10.4
C57BL/6J,503428,12,f,1/2/2004,RBC,10.7
C57BL/6J,505042,11,f,1/21/2004,RBC,10.4
C57BL/6J,505044,11,f,1/21/2004,RBC,10.5
C57BL/6J,507932,11,f,2/18/2004,RBC,10
C57BL/6J,507934,11,f,2/18/2004,RBC,9.81
C57BL/6J,507936,11,f,2/18/2004,RBC,11.3
C57BL/6J,508688,11,f,2/25/2004,RBC,9.2
C57BL/6J,508690,11,f,2/25/2004,RBC,10.2
C57BL/6J,508692,11,f,2/25/2004,RBC,9.94
C57BL/6J,508694,11,f,2/25/2004,RBC,9.84
C57BL/6J,509320,11,f,3/10/2004,RBC,10.5
C57BL/6J,509322,11,f,3/10/2004,RBC,10.5
C57BL/6J,509324,11,f,3/10/2004,RBC,10.2
C57BL/6J,509326,11,f,3/10/2004,RBC,9.97
C57BL/6J,512828,11,f,4/7/2004,RBC,9.66
C57BL/6J,512830,11,f,4/7/2004,RBC,9.78
C57BL/6J,514178,11,f,4/28/2004,RBC,9.9
C57BL/6J,514180,11,f,4/28/2004,RBC,10.7
C57BL/6J,514182,11,f,4/28/2004,RBC,9.99
C57BL/6J,514184,11,f,4/28/2004,RBC,10.1
C57BL/6J,516498,11,f,5/28/2004,RBC,10.4
C57BL/6J,516500,11,f,5/28/2004,RBC,11.1
C57BL/6J,516972,11,f,6/5/2004,RBC,8.04
C57BL/6J,516974,11,f,6/5/2004,RBC,8.54
C57BL/6J,444681,11,m,7/25/2002,RBC,10.1
C57BL/6J,444682,11,m,7/25/2002,RBC,9.76
C57BL/6J,444683,11,m,7/25/2002,RBC,10.3
C57BL/6J,451212,11,m,8/14/2002,RBC,6.38
C57BL/6J,451213,11,m,8/14/2002,RBC,9.36
C57BL/6J,451214,11,m,8/14/2002,RBC,10.1
C57BL/6J,451215,11,m,8/14/2002,RBC,4.61
C57BL/6J,452429,10,m,9/5/2002,RBC,10.2
C57BL/6J,452433,10,m,9/5/2002,RBC,10.4
C57BL/6J,452435,10,m,9/5/2002,RBC,10.1
C57BL/6J,453939,11,m,9/26/2002,RBC,10.4
C57BL/6J,453941,11,m,9/26/2002,RBC,10.1
C57BL/6J,453943,11,m,9/26/2002,RBC,8.78
C57BL/6J,453945,11,m,9/26/2002,RBC,10
C57BL/6J,455559,11,m,10/18/2002,RBC,10.4
C57BL/6J,455561,11,m,10/18/2002,RBC,10.4
C57BL/6J,455563,11,m,10/18/2002,RBC,10.1
C57BL/6J,456948,11,m,11/7/2002,RBC,10.2
C57BL/6J,456950,11,m,11/7/2002,RBC,8.72
C57BL/6J,456952,11,m,11/7/2002,RBC,9.81
C57BL/6J,456954,11,m,11/7/2002,RBC,9.84
C57BL/6J,460147,11,m,12/19/2002,RBC,10.3
C57BL/6J,460149,11,m,12/19/2002,RBC,10.6
C57BL/6J,460151,11,m,12/19/2002,RBC,9.84
C57BL/6J,460153,11,m,12/19/2002,RBC,10.2
C57BL/6J,461899,11,m,1/10/2003,RBC,10.6
C57BL/6J,461901,11,m,1/10/2003,RBC,10.5
C57BL/6J,461903,11,m,1/10/2003,RBC,10.8
C57BL/6J,461905,11,m,1/10/2003,RBC,10.5
C57BL/6J,465355,11,m,2/20/2003,RBC,10.1
C57BL/6J,465357,11,m,2/20/2003,RBC,10.3
C57BL/6J,467172,11,m,3/13/2003,RBC,10.1
C57BL/6J,467174,11,m,3/13/2003,RBC,10.1
C57BL/6J,467176,11,m,3/13/2003,RBC,9.98
C57BL/6J,467178,11,m,3/13/2003,RBC,10.2
C57BL/6J,470417,11,m,4/3/2003,RBC,10.3
C57BL/6J,470419,11,m,4/3/2003,RBC,10.5
C57BL/6J,470421,11,m,4/3/2003,RBC,10.4
C57BL/6J,470423,11,m,4/3/2003,RBC,10.5
C57BL/6J,473355,11,m,4/25/2003,RBC,10.5
C57BL/6J,473359,11,m,4/25/2003,RBC,10.6
C57BL/6J,473361,11,m,4/25/2003,RBC,10.2
C57BL/6J,477026,11,m,5/15/2003,RBC,10.1
C57BL/6J,477028,11,m,5/15/2003,RBC,9.8
C57BL/6J,477030,11,m,5/15/2003,RBC,10.1
C57BL/6J,480406,11,m,6/6/2003,RBC,10.8
C57BL/6J,480408,11,m,6/6/2003,RBC,10.8
C57BL/6J,480410,11,m,6/6/2003,RBC,10.9
C57BL/6J,480412,11,m,6/6/2003,RBC,10.7
C57BL/6J,484226,12,m,6/26/2003,RBC,9.38
C57BL/6J,484232,12,m,6/26/2003,RBC,10.3
C57BL/6J,487132,11,m,7/17/2003,RBC,9.78
C57BL/6J,488742,11,m,8/7/2003,RBC,10.4
C57BL/6J,488746,11,m,8/7/2003,RBC,10.5
C57BL/6J,488748,11,m,8/7/2003,RBC,10.3
C57BL/6J,492066,11,m,8/28/2003,RBC,10.3
C57BL/6J,492068,11,m,8/28/2003,RBC,10.1
C57BL/6J,492072,11,m,8/28/2003,RBC,9.83
C57BL/6J,495230,11,m,9/18/2003,RBC,9.94
C57BL/6J,495232,10,m,9/18/2003,RBC,10.3
C57BL/6J,495234,10,m,9/18/2003,RBC,10
C57BL/6J,496590,11,m,10/9/2003,RBC,10.6
C57BL/6J,496592,11,m,10/9/2003,RBC,10.7
C57BL/6J,496594,11,m,10/9/2003,RBC,10.5
C57BL/6J,496596,11,m,10/9/2003,RBC,10.4
C57BL/6J,497996,10,m,10/28/2003,RBC,8.42
C57BL/6J,498000,10,m,10/28/2003,RBC,10
C57BL/6J,498002,10,m,10/28/2003,RBC,9.5
C57BL/6J,500484,11,m,11/25/2003,RBC,10.8
C57BL/6J,500486,11,m,11/25/2003,RBC,10.6
C57BL/6J,500488,11,m,11/25/2003,RBC,10.8
C57BL/6J,500490,11,m,11/25/2003,RBC,10.6
C57BL/6J,503430,12,m,1/2/2004,RBC,10.6
C57BL/6J,503432,12,m,1/2/2004,RBC,10.7
C57BL/6J,505046,11,m,1/21/2004,RBC,9.32
C57BL/6J,505048,11,m,1/21/2004,RBC,9.82
C57BL/6J,507940,11,m,2/18/2004,RBC,10.5
C57BL/6J,507942,11,m,2/18/2004,RBC,10.7
C57BL/6J,508702,11,m,2/25/2004,RBC,9.99
C57BL/6J,508704,11,m,2/25/2004,RBC,10.2
C57BL/6J,508706,11,m,2/25/2004,RBC,10.2
C57BL/6J,508708,11,m,2/25/2004,RBC,10.4
C57BL/6J,509328,11,m,3/10/2004,RBC,9.45
C57BL/6J,509330,11,m,3/10/2004,RBC,10.4
C57BL/6J,509332,11,m,3/10/2004,RBC,10.7
C57BL/6J,509334,11,m,3/10/2004,RBC,10.4
C57BL/6J,512832,11,m,4/7/2004,RBC,9.81
C57BL/6J,512834,11,m,4/7/2004,RBC,9.86
C57BL/6J,514186,11,m,4/28/2004,RBC,10.8
C57BL/6J,514188,11,m,4/28/2004,RBC,10.6
C57BL/6J,514190,11,m,4/28/2004,RBC,10.4
C57BL/6J,516502,11,m,5/28/2004,RBC,11.2
C57BL/6J,516504,11,m,5/28/2004,RBC,11.3
C57BL/6J,516976,11,m,6/5/2004,RBC,8.51
C57BL/6J,516978,11,m,6/5/2004,RBC,9.05
C57BL/6J,444677,11,f,7/25/2002,RDW,14.2
C57BL/6J,444678,11,f,7/25/2002,RDW,13.2
C57BL/6J,444679,11,f,7/25/2002,RDW,14
C57BL/6J,451208,11,f,8/14/2002,RDW,14.3
C57BL/6J,451209,11,f,8/14/2002,RDW,14.2
C57BL/6J,451210,11,f,8/14/2002,RDW,15.5
C57BL/6J,451211,11,f,8/14/2002,RDW,14.1
C57BL/6J,452421,11,f,9/5/2002,RDW,15.4
C57BL/6J,452423,11,f,9/5/2002,RDW,13.6
C57BL/6J,452425,11,f,9/5/2002,RDW,14
C57BL/6J,452427,11,f,9/5/2002,RDW,14.1
C57BL/6J,453931,11,f,9/26/2002,RDW,14.2
C57BL/6J,453935,11,f,9/26/2002,RDW,15.1
C57BL/6J,453937,11,f,9/26/2002,RDW,14
C57BL/6J,455549,11,f,10/18/2002,RDW,15
C57BL/6J,455551,11,f,10/18/2002,RDW,14.1
C57BL/6J,455553,11,f,10/18/2002,RDW,14.2
