Phenotype data set -- Mouse Phenome Database (phenome.jax.org),,,,,,
"Data set: CGDpheno2    Title: Variation over time for C57BL/6J controls, multi-system survey of mouse physiology    Year: 2009",,,,,,
Table of individual animal values,,,,,,
For metadata and more info please see:  http://phenome.jax.org/db/q?rtn=projects/details&sym=CGDpheno2&mlistmode=varnames,,,,,,
,,,,,,
strain,sex,id,age,testdate,parameter,value
C57BL/6J,f,465347,11,2/20/2003,WBC,7.99
C57BL/6J,f,465347,11,2/20/2003,mHGB,17
C57BL/6J,f,465347,12,2/28/2003,pctFat,19.3
C57BL/6J,f,465347,12,2/28/2003,BMD,0.0456
C57BL/6J,f,465347,12,2/28/2003,LTM,15.2
C57BL/6J,f,465347,12,2/28/2003,bodylength,8.3
C57BL/6J,f,465347,12,2/28/2003,bodyweight,20.3
C57BL/6J,f,465347,12,2/28/2003,TTM,18.8
C57BL/6J,f,465347,12,3/15/2003,BUN,24
C57BL/6J,f,465347,12,3/15/2003,CHOL,71
C57BL/6J,f,465347,12,3/15/2003,GLU,203
C57BL/6J,f,465347,12,3/15/2003,HDLD,61.7
C57BL/6J,f,465347,12,3/15/2003,NEFA,2.04
C57BL/6J,f,465347,12,3/15/2003,T4,4.4
C57BL/6J,f,465347,12,3/15/2003,TBIL,0.49
C57BL/6J,f,465347,12,3/15/2003,TG,100
C57BL/6J,f,465349,10,2/14/2003,carbon dioxide,20
C57BL/6J,f,465349,10,2/14/2003,chloride,120
C57BL/6J,f,465349,10,2/14/2003,potassium,6.87
C57BL/6J,f,465349,10,2/14/2003,sodium,155
C57BL/6J,f,465349,11,2/20/2003,pctEOS,1.9
C57BL/6J,f,465349,11,2/20/2003,HCT,50.2
C57BL/6J,f,465349,11,2/20/2003,HDW,2.33
C57BL/6J,f,465349,11,2/20/2003,pctLYMP,87
C57BL/6J,f,465349,11,2/20/2003,MCH,15.8
C57BL/6J,f,465349,11,2/20/2003,MCHC,33.2
C57BL/6J,f,465349,11,2/20/2003,MCV,47.8
C57BL/6J,f,465349,11,2/20/2003,pctMONO,1.3
C57BL/6J,f,465349,11,2/20/2003,MPV,5.3
C57BL/6J,f,465349,11,2/20/2003,pctNEUT,8.6
C57BL/6J,f,465349,11,2/20/2003,PLT,907
C57BL/6J,f,465349,11,2/20/2003,RBC,10.5
C57BL/6J,f,465349,11,2/20/2003,RDW,14.1
C57BL/6J,f,465349,11,2/20/2003,pct Retic,4.9
C57BL/6J,f,465349,11,2/20/2003,WBC,8.59
C57BL/6J,f,465349,11,2/20/2003,mHGB,16.6
C57BL/6J,f,465349,12,2/28/2003,pctFat,19.4
C57BL/6J,f,465349,12,2/28/2003,BMD,0.0476
C57BL/6J,f,465349,12,2/28/2003,LTM,16.1
C57BL/6J,f,465349,12,2/28/2003,bodylength,8.8
C57BL/6J,f,465349,12,2/28/2003,bodyweight,21.3
C57BL/6J,f,465349,12,2/28/2003,TTM,20
C57BL/6J,f,465349,12,3/15/2003,BUN,29
C57BL/6J,f,465349,12,3/15/2003,CHOL,71
C57BL/6J,f,465349,12,3/15/2003,GLU,197
C57BL/6J,f,465349,12,3/15/2003,HDLD,53.5
C57BL/6J,f,465349,12,3/15/2003,NEFA,2.1
C57BL/6J,f,465349,12,3/15/2003,T4,7
C57BL/6J,f,465349,12,3/15/2003,TBIL,0.46
C57BL/6J,f,465349,12,3/15/2003,TG,87
C57BL/6J,f,467180,10,3/5/2003,carbon dioxide,21.4
C57BL/6J,f,467180,10,3/5/2003,chloride,124
C57BL/6J,f,467180,10,3/5/2003,potassium,6.99
C57BL/6J,f,467180,10,3/5/2003,sodium,156
C57BL/6J,f,467180,11,3/13/2003,pctEOS,2
C57BL/6J,f,467180,11,3/13/2003,HCT,48.5
C57BL/6J,f,467180,11,3/13/2003,HDW,1.98
C57BL/6J,f,467180,11,3/13/2003,pctLYMP,90.8
C57BL/6J,f,467180,11,3/13/2003,MCH,16
C57BL/6J,f,467180,11,3/13/2003,MCHC,33.1
C57BL/6J,f,467180,11,3/13/2003,MCV,48.2
C57BL/6J,f,467180,11,3/13/2003,pctMONO,1.1
C57BL/6J,f,467180,11,3/13/2003,MPV,5.9
C57BL/6J,f,467180,11,3/13/2003,pctNEUT,5.1
C57BL/6J,f,467180,11,3/13/2003,PLT,1022
C57BL/6J,f,467180,11,3/13/2003,RBC,10.1
C57BL/6J,f,467180,11,3/13/2003,RDW,14.1
C57BL/6J,f,467180,11,3/13/2003,pct Retic,3.8
C57BL/6J,f,467180,11,3/13/2003,WBC,6.69
C57BL/6J,f,467180,11,3/13/2003,mHGB,16.1
C57BL/6J,f,467180,12,3/26/2003,BUN,26
C57BL/6J,f,467180,12,3/26/2003,CHOL,79
C57BL/6J,f,467180,12,3/26/2003,GLU,177
C57BL/6J,f,467180,12,3/26/2003,HDLD,66.1
C57BL/6J,f,467180,12,3/26/2003,NEFA,2.26
C57BL/6J,f,467180,12,3/26/2003,T4,7
C57BL/6J,f,467180,12,3/26/2003,TBIL,0.46
C57BL/6J,f,467180,12,3/26/2003,TG,77
C57BL/6J,f,467182,10,3/5/2003,carbon dioxide,18.2
C57BL/6J,f,467182,10,3/5/2003,chloride,122
C57BL/6J,f,467182,10,3/5/2003,potassium,7.11
C57BL/6J,f,467182,10,3/5/2003,sodium,156
C57BL/6J,f,467182,11,3/13/2003,pctEOS,1.2
C57BL/6J,f,467182,11,3/13/2003,HCT,49.6
C57BL/6J,f,467182,11,3/13/2003,HDW,2.15
C57BL/6J,f,467182,11,3/13/2003,pctLYMP,91.5
C57BL/6J,f,467182,11,3/13/2003,MCH,15.6
C57BL/6J,f,467182,11,3/13/2003,MCHC,32.8
C57BL/6J,f,467182,11,3/13/2003,MCV,47.5
C57BL/6J,f,467182,11,3/13/2003,pctMONO,0.5
C57BL/6J,f,467182,11,3/13/2003,MPV,6.1
C57BL/6J,f,467182,11,3/13/2003,pctNEUT,6
C57BL/6J,f,467182,11,3/13/2003,PLT,1082
C57BL/6J,f,467182,11,3/13/2003,RBC,10.4
C57BL/6J,f,467182,11,3/13/2003,RDW,14.6
C57BL/6J,f,467182,11,3/13/2003,pct Retic,5
C57BL/6J,f,467182,11,3/13/2003,WBC,5.15
C57BL/6J,f,467182,11,3/13/2003,mHGB,16.2
C57BL/6J,f,467182,12,3/26/2003,BUN,28
C57BL/6J,f,467182,12,3/26/2003,CHOL,66
C57BL/6J,f,467182,12,3/26/2003,GLU,186
C57BL/6J,f,467182,12,3/26/2003,HDLD,58.8
C57BL/6J,f,467182,12,3/26/2003,NEFA,2.28
C57BL/6J,f,467182,12,3/26/2003,T4,5.6
C57BL/6J,f,467182,12,3/26/2003,TBIL,0.46
C57BL/6J,f,467182,12,3/26/2003,TG,87
C57BL/6J,f,467184,10,3/5/2003,carbon dioxide,17.2
C57BL/6J,f,467184,10,3/5/2003,chloride,122
C57BL/6J,f,467184,10,3/5/2003,potassium,8.31
C57BL/6J,f,467184,10,3/5/2003,sodium,153
C57BL/6J,f,467184,11,3/13/2003,pctEOS,10.6
C57BL/6J,f,467184,11,3/13/2003,HCT,49.2
C57BL/6J,f,467184,11,3/13/2003,HDW,2.06
C57BL/6J,f,467184,11,3/13/2003,pctLYMP,80.1
C57BL/6J,f,467184,11,3/13/2003,MCH,15.7
C57BL/6J,f,467184,11,3/13/2003,MCHC,32.3
C57BL/6J,f,467184,11,3/13/2003,MCV,48.8
C57BL/6J,f,467184,11,3/13/2003,pctMONO,0.8
C57BL/6J,f,467184,11,3/13/2003,MPV,5.2
C57BL/6J,f,467184,11,3/13/2003,pctNEUT,7.9
C57BL/6J,f,467184,11,3/13/2003,PLT,942
C57BL/6J,f,467184,11,3/13/2003,RBC,10.1
C57BL/6J,f,467184,11,3/13/2003,RDW,14.5
C57BL/6J,f,467184,11,3/13/2003,pct Retic,4.7
C57BL/6J,f,467184,11,3/13/2003,WBC,3.58
C57BL/6J,f,467184,11,3/13/2003,mHGB,15.9
C57BL/6J,f,467184,12,4/2/2003,BUN,27
C57BL/6J,f,467184,12,4/2/2003,CHOL,78
C57BL/6J,f,467184,12,4/2/2003,GLU,175
C57BL/6J,f,467184,12,4/2/2003,HDLD,64.1
C57BL/6J,f,467184,12,4/2/2003,NEFA,1.76
C57BL/6J,f,467184,12,4/2/2003,T4,7.6
C57BL/6J,f,467184,12,4/2/2003,TBIL,0.52
C57BL/6J,f,467184,12,4/2/2003,TG,83
C57BL/6J,f,467186,10,3/5/2003,carbon dioxide,19
C57BL/6J,f,467186,10,3/5/2003,chloride,122
C57BL/6J,f,467186,10,3/5/2003,potassium,8.15
C57BL/6J,f,467186,10,3/5/2003,sodium,155
C57BL/6J,f,467186,11,3/13/2003,pctEOS,19.1
C57BL/6J,f,467186,11,3/13/2003,HCT,49
C57BL/6J,f,467186,11,3/13/2003,HDW,2.06
C57BL/6J,f,467186,11,3/13/2003,pctLYMP,71.1
C57BL/6J,f,467186,11,3/13/2003,MCH,15.7
C57BL/6J,f,467186,11,3/13/2003,MCHC,32.3
C57BL/6J,f,467186,11,3/13/2003,MCV,48.5
C57BL/6J,f,467186,11,3/13/2003,pctMONO,0.9
C57BL/6J,f,467186,11,3/13/2003,MPV,4.8
C57BL/6J,f,467186,11,3/13/2003,pctNEUT,8.3
C57BL/6J,f,467186,11,3/13/2003,PLT,862
C57BL/6J,f,467186,11,3/13/2003,RBC,10.1
C57BL/6J,f,467186,11,3/13/2003,RDW,14.5
C57BL/6J,f,467186,11,3/13/2003,pct Retic,4.2
C57BL/6J,f,467186,11,3/13/2003,WBC,2.84
C57BL/6J,f,467186,11,3/13/2003,mHGB,15.8
C57BL/6J,f,467186,12,4/2/2003,BUN,28
C57BL/6J,f,467186,12,4/2/2003,CHOL,82
C57BL/6J,f,467186,12,4/2/2003,GLU,182
C57BL/6J,f,467186,12,4/2/2003,HDLD,62.5
C57BL/6J,f,467186,12,4/2/2003,NEFA,2.03
C57BL/6J,f,467186,12,4/2/2003,T4,7.9
C57BL/6J,f,467186,12,4/2/2003,TBIL,0.34
C57BL/6J,f,467186,12,4/2/2003,TG,107
C57BL/6J,f,470409,10,4/5/2003,carbon dioxide,19.2
C57BL/6J,f,470409,10,4/5/2003,chloride,120
C57BL/6J,f,470409,10,4/5/2003,potassium,6.76
C57BL/6J,f,470409,10,4/5/2003,sodium,155
C57BL/6J,f,470409,11,4/3/2003,pctEOS,1.5
C57BL/6J,f,470409,11,4/3/2003,HCT,49
C57BL/6J,f,470409,11,4/3/2003,HDW,1.95
C57BL/6J,f,470409,11,4/3/2003,pctLYMP,92.6
C57BL/6J,f,470409,11,4/3/2003,MCH,15.8
C57BL/6J,f,470409,11,4/3/2003,MCHC,31.7
C57BL/6J,f,470409,11,4/3/2003,MCV,49.9
C57BL/6J,f,470409,11,4/3/2003,pctMONO,1
C57BL/6J,f,470409,11,4/3/2003,MPV,6
C57BL/6J,f,470409,11,4/3/2003,pctNEUT,4.1
C57BL/6J,f,470409,11,4/3/2003,PLT,999
C57BL/6J,f,470409,11,4/3/2003,RBC,9.83
C57BL/6J,f,470409,11,4/3/2003,RDW,13.9
C57BL/6J,f,470409,11,4/3/2003,pct Retic,3.4
C57BL/6J,f,470409,11,4/3/2003,WBC,6.65
C57BL/6J,f,470409,11,4/3/2003,mHGB,15.5
C57BL/6J,f,470409,12,4/11/2003,pctFat,22.3
C57BL/6J,f,470409,12,4/11/2003,BMD,0.047
C57BL/6J,f,470409,12,4/11/2003,LTM,16
C57BL/6J,f,470409,12,4/11/2003,bodylength,8.5
C57BL/6J,f,470409,12,4/11/2003,bodyweight,22.3
C57BL/6J,f,470409,12,4/11/2003,TTM,20.6
C57BL/6J,f,470409,12,4/26/2003,BUN,19
C57BL/6J,f,470409,12,4/26/2003,CHOL,65
C57BL/6J,f,470409,12,4/26/2003,GLU,148
C57BL/6J,f,470409,12,4/26/2003,HDLD,46.3
C57BL/6J,f,470409,12,4/26/2003,NEFA,2.06
C57BL/6J,f,470409,12,4/26/2003,T4,5.1
C57BL/6J,f,470409,12,4/26/2003,TBIL,0.54
C57BL/6J,f,470409,12,4/26/2003,TG,82
C57BL/6J,f,470411,10,4/5/2003,carbon dioxide,19.4
C57BL/6J,f,470411,10,4/5/2003,chloride,120
C57BL/6J,f,470411,10,4/5/2003,potassium,7.3
C57BL/6J,f,470411,10,4/5/2003,sodium,154
C57BL/6J,f,470411,12,4/11/2003,pctFat,17.3
C57BL/6J,f,470411,12,4/11/2003,BMD,0.0445
C57BL/6J,f,470411,12,4/11/2003,LTM,15.8
C57BL/6J,f,470411,12,4/11/2003,bodylength,8.6
C57BL/6J,f,470411,12,4/11/2003,bodyweight,21
C57BL/6J,f,470411,12,4/11/2003,TTM,19.1
C57BL/6J,f,470411,12,4/26/2003,BUN,24
C57BL/6J,f,470411,12,4/26/2003,CHOL,81
C57BL/6J,f,470411,12,4/26/2003,GLU,161
C57BL/6J,f,470411,12,4/26/2003,HDLD,66.2
C57BL/6J,f,470411,12,4/26/2003,NEFA,1.67
C57BL/6J,f,470411,12,4/26/2003,T4,7.7
C57BL/6J,f,470411,12,4/26/2003,TBIL,0.44
C57BL/6J,f,470411,12,4/26/2003,TG,63
C57BL/6J,f,470413,10,4/5/2003,carbon dioxide,12.6
C57BL/6J,f,470413,10,4/5/2003,chloride,116
C57BL/6J,f,470413,10,4/5/2003,potassium,8.56
C57BL/6J,f,470413,10,4/5/2003,sodium,146
C57BL/6J,f,470413,11,4/3/2003,pctEOS,2.1
C57BL/6J,f,470413,11,4/3/2003,HCT,49.3
C57BL/6J,f,470413,11,4/3/2003,HDW,1.96
C57BL/6J,f,470413,11,4/3/2003,pctLYMP,89.1
C57BL/6J,f,470413,11,4/3/2003,MCH,15.1
C57BL/6J,f,470413,11,4/3/2003,MCHC,30.8
C57BL/6J,f,470413,11,4/3/2003,MCV,49
C57BL/6J,f,470413,11,4/3/2003,pctMONO,1.3
C57BL/6J,f,470413,11,4/3/2003,MPV,5
C57BL/6J,f,470413,11,4/3/2003,pctNEUT,6.6
C57BL/6J,f,470413,11,4/3/2003,PLT,819
C57BL/6J,f,470413,11,4/3/2003,RBC,10.1
C57BL/6J,f,470413,11,4/3/2003,RDW,14.1
C57BL/6J,f,470413,11,4/3/2003,pct Retic,5.1
C57BL/6J,f,470413,11,4/3/2003,WBC,9.43
C57BL/6J,f,470413,11,4/3/2003,mHGB,15.2
C57BL/6J,f,470413,12,4/11/2003,pctFat,15.4
C57BL/6J,f,470413,12,4/11/2003,BMD,0.0426
C57BL/6J,f,470413,12,4/11/2003,LTM,15.1
C57BL/6J,f,470413,12,4/11/2003,bodylength,8.4
C57BL/6J,f,470413,12,4/11/2003,bodyweight,19.1
C57BL/6J,f,470413,12,4/11/2003,TTM,17.9
C57BL/6J,f,470413,12,4/26/2003,BUN,26
C57BL/6J,f,470413,12,4/26/2003,CHOL,71
C57BL/6J,f,470413,12,4/26/2003,GLU,179
C57BL/6J,f,470413,12,4/26/2003,HDLD,57.9
C57BL/6J,f,470413,12,4/26/2003,NEFA,1.7
C57BL/6J,f,470413,12,4/26/2003,T4,7.9
C57BL/6J,f,470413,12,4/26/2003,TBIL,0.42
C57BL/6J,f,470413,12,4/26/2003,TG,76
C57BL/6J,f,470415,10,4/5/2003,carbon dioxide,17.6
C57BL/6J,f,470415,10,4/5/2003,chloride,116
C57BL/6J,f,470415,10,4/5/2003,potassium,7.6
C57BL/6J,f,470415,10,4/5/2003,sodium,151
C57BL/6J,f,470415,11,4/3/2003,pctEOS,1.3
C57BL/6J,f,470415,11,4/3/2003,HCT,49.9
C57BL/6J,f,470415,11,4/3/2003,HDW,2.08
C57BL/6J,f,470415,11,4/3/2003,pctLYMP,85.6
C57BL/6J,f,470415,11,4/3/2003,MCH,15.6
C57BL/6J,f,470415,11,4/3/2003,MCHC,31.7
C57BL/6J,f,470415,11,4/3/2003,MCV,49.4
C57BL/6J,f,470415,11,4/3/2003,pctMONO,1.4
C57BL/6J,f,470415,11,4/3/2003,MPV,5.4
C57BL/6J,f,470415,11,4/3/2003,pctNEUT,10.2
C57BL/6J,f,470415,11,4/3/2003,PLT,1073
C57BL/6J,f,470415,11,4/3/2003,RBC,10.1
C57BL/6J,f,470415,11,4/3/2003,RDW,14.6
C57BL/6J,f,470415,11,4/3/2003,pct Retic,5.8
C57BL/6J,f,470415,11,4/3/2003,WBC,8.18
C57BL/6J,f,470415,11,4/3/2003,mHGB,15.8
C57BL/6J,f,470415,12,4/11/2003,pctFat,14.4
C57BL/6J,f,470415,12,4/11/2003,BMD,0.0457
C57BL/6J,f,470415,12,4/11/2003,LTM,15.6
C57BL/6J,f,470415,12,4/11/2003,bodylength,8.4
C57BL/6J,f,470415,12,4/11/2003,bodyweight,19.4
C57BL/6J,f,470415,12,4/11/2003,TTM,18.2
C57BL/6J,f,470415,12,4/26/2003,BUN,21
C57BL/6J,f,470415,12,4/26/2003,CHOL,90
C57BL/6J,f,470415,12,4/26/2003,GLU,195
C57BL/6J,f,470415,12,4/26/2003,HDLD,75.1
C57BL/6J,f,470415,12,4/26/2003,NEFA,1.92
C57BL/6J,f,470415,12,4/26/2003,T4,5
C57BL/6J,f,470415,12,4/26/2003,TBIL,0.39
C57BL/6J,f,470415,12,4/26/2003,TG,96
C57BL/6J,f,473347,10,4/18/2003,carbon dioxide,20.6
C57BL/6J,f,473347,10,4/18/2003,chloride,108
C57BL/6J,f,473347,10,4/18/2003,potassium,7.05
C57BL/6J,f,473347,10,4/18/2003,sodium,140
C57BL/6J,f,473347,11,4/25/2003,pctEOS,3.7
C57BL/6J,f,473347,11,4/25/2003,HCT,54
C57BL/6J,f,473347,11,4/25/2003,HDW,2
C57BL/6J,f,473347,11,4/25/2003,pctLYMP,88.4
C57BL/6J,f,473347,11,4/25/2003,MCH,15.4
C57BL/6J,f,473347,11,4/25/2003,MCHC,31.2
C57BL/6J,f,473347,11,4/25/2003,MCV,49.4
C57BL/6J,f,473347,11,4/25/2003,pctMONO,1.5
C57BL/6J,f,473347,11,4/25/2003,MPV,5.7
C57BL/6J,f,473347,11,4/25/2003,pctNEUT,5.4
C57BL/6J,f,473347,11,4/25/2003,PLT,835
C57BL/6J,f,473347,11,4/25/2003,RBC,10.9
C57BL/6J,f,473347,11,4/25/2003,RDW,14.1
C57BL/6J,f,473347,11,4/25/2003,pct Retic,5.6
C57BL/6J,f,473347,11,4/25/2003,WBC,8.74
C57BL/6J,f,473347,11,4/25/2003,mHGB,16.9
C57BL/6J,f,473347,12,5/2/2003,pctFat,19.8
C57BL/6J,f,473347,12,5/2/2003,BMD,0.0461
C57BL/6J,f,473347,12,5/2/2003,LTM,14.8
C57BL/6J,f,473347,12,5/2/2003,bodylength,8.4
C57BL/6J,f,473347,12,5/2/2003,bodyweight,19.4
C57BL/6J,f,473347,12,5/2/2003,TTM,18.4
C57BL/6J,f,473347,12,5/7/2003,BUN,20
C57BL/6J,f,473347,12,5/7/2003,CHOL,76
C57BL/6J,f,473347,12,5/7/2003,GLU,192
C57BL/6J,f,473347,12,5/7/2003,HDLD,62.6
C57BL/6J,f,473347,12,5/7/2003,NEFA,2.08
C57BL/6J,f,473347,12,5/7/2003,T4,4.6
C57BL/6J,f,473347,12,5/7/2003,TBIL,0.43
C57BL/6J,f,473347,12,5/7/2003,TG,105
C57BL/6J,f,473349,10,4/18/2003,carbon dioxide,21
C57BL/6J,f,473349,10,4/18/2003,chloride,109
C57BL/6J,f,473349,10,4/18/2003,potassium,5.85
C57BL/6J,f,473349,10,4/18/2003,sodium,142
C57BL/6J,f,473349,11,4/25/2003,pctEOS,1.9
C57BL/6J,f,473349,11,4/25/2003,HCT,52.6
C57BL/6J,f,473349,11,4/25/2003,HDW,1.99
C57BL/6J,f,473349,11,4/25/2003,pctLYMP,89.9
C57BL/6J,f,473349,11,4/25/2003,MCH,15.7
C57BL/6J,f,473349,11,4/25/2003,MCHC,32.1
C57BL/6J,f,473349,11,4/25/2003,MCV,49
C57BL/6J,f,473349,11,4/25/2003,pctMONO,1.1
C57BL/6J,f,473349,11,4/25/2003,MPV,5.5
C57BL/6J,f,473349,11,4/25/2003,pctNEUT,6.1
C57BL/6J,f,473349,11,4/25/2003,PLT,1076
C57BL/6J,f,473349,11,4/25/2003,RBC,10.7
C57BL/6J,f,473349,11,4/25/2003,RDW,14.1
C57BL/6J,f,473349,11,4/25/2003,pct Retic,5.3
C57BL/6J,f,473349,11,4/25/2003,WBC,8.64
C57BL/6J,f,473349,11,4/25/2003,mHGB,16.9
C57BL/6J,f,473349,12,5/2/2003,pctFat,18.6
C57BL/6J,f,473349,12,5/2/2003,BMD,0.0481
C57BL/6J,f,473349,12,5/2/2003,LTM,17
C57BL/6J,f,473349,12,5/2/2003,bodylength,8.3
C57BL/6J,f,473349,12,5/2/2003,bodyweight,21.9
C57BL/6J,f,473349,12,5/2/2003,TTM,20.9
C57BL/6J,f,473349,12,5/7/2003,BUN,21
C57BL/6J,f,473349,12,5/7/2003,CHOL,73
C57BL/6J,f,473349,12,5/7/2003,GLU,190
C57BL/6J,f,473349,12,5/7/2003,HDLD,63.7
C57BL/6J,f,473349,12,5/7/2003,NEFA,1.76
C57BL/6J,f,473349,12,5/7/2003,T4,6.6
C57BL/6J,f,473349,12,5/7/2003,TBIL,0.38
C57BL/6J,f,473349,12,5/7/2003,TG,84
C57BL/6J,f,473351,10,4/18/2003,carbon dioxide,18.6
C57BL/6J,f,473351,10,4/18/2003,chloride,112
C57BL/6J,f,473351,10,4/18/2003,potassium,8.11
C57BL/6J,f,473351,10,4/18/2003,sodium,143
C57BL/6J,f,473351,11,4/25/2003,pctEOS,1.8
C57BL/6J,f,473351,11,4/25/2003,HCT,54.4
C57BL/6J,f,473351,11,4/25/2003,HDW,2.06
C57BL/6J,f,473351,11,4/25/2003,pctLYMP,87.6
C57BL/6J,f,473351,11,4/25/2003,MCH,15.6
C57BL/6J,f,473351,11,4/25/2003,MCHC,31.3
C57BL/6J,f,473351,11,4/25/2003,MCV,49.8
C57BL/6J,f,473351,11,4/25/2003,pctMONO,1.9
C57BL/6J,f,473351,11,4/25/2003,MPV,5.6
C57BL/6J,f,473351,11,4/25/2003,pctNEUT,7.7
C57BL/6J,f,473351,11,4/25/2003,PLT,1065
C57BL/6J,f,473351,11,4/25/2003,RBC,10.9
C57BL/6J,f,473351,11,4/25/2003,RDW,14.8
C57BL/6J,f,473351,11,4/25/2003,pct Retic,6.5
C57BL/6J,f,473351,11,4/25/2003,WBC,9.95
C57BL/6J,f,473351,11,4/25/2003,mHGB,17
C57BL/6J,f,473351,12,5/3/2003,pctFat,13.1
C57BL/6J,f,473351,12,5/3/2003,BMD,0.049
C57BL/6J,f,473351,12,5/3/2003,LTM,16.9
C57BL/6J,f,473351,12,5/3/2003,bodylength,8.9
C57BL/6J,f,473351,12,5/3/2003,bodyweight,20.8
C57BL/6J,f,473351,12,5/3/2003,TTM,19.4
C57BL/6J,f,473351,12,5/7/2003,BUN,18
C57BL/6J,f,473351,12,5/7/2003,CHOL,45
C57BL/6J,f,473351,12,5/7/2003,GLU,110
C57BL/6J,f,473351,12,5/7/2003,HDLD,34.8
C57BL/6J,f,473351,12,5/7/2003,NEFA,1.54
C57BL/6J,f,473351,12,5/7/2003,T4,3.3
C57BL/6J,f,473351,12,5/7/2003,TBIL,0.18
C57BL/6J,f,473351,12,5/7/2003,TG,47
C57BL/6J,f,473353,10,4/18/2003,carbon dioxide,16.4
C57BL/6J,f,473353,10,4/18/2003,chloride,112
C57BL/6J,f,473353,10,4/18/2003,potassium,7.29
C57BL/6J,f,473353,10,4/18/2003,sodium,142
C57BL/6J,f,473353,11,4/25/2003,pctEOS,2.4
C57BL/6J,f,473353,11,4/25/2003,HCT,52.4
C57BL/6J,f,473353,11,4/25/2003,HDW,2.1
C57BL/6J,f,473353,11,4/25/2003,pctLYMP,88.6
C57BL/6J,f,473353,11,4/25/2003,MCH,15.7
C57BL/6J,f,473353,11,4/25/2003,MCHC,31.8
C57BL/6J,f,473353,11,4/25/2003,MCV,49.3
C57BL/6J,f,473353,11,4/25/2003,pctMONO,1
C57BL/6J,f,473353,11,4/25/2003,MPV,5.5
C57BL/6J,f,473353,11,4/25/2003,pctNEUT,6.8
C57BL/6J,f,473353,11,4/25/2003,PLT,1032
C57BL/6J,f,473353,11,4/25/2003,RBC,10.6
C57BL/6J,f,473353,11,4/25/2003,RDW,14.6
C57BL/6J,f,473353,11,4/25/2003,pct Retic,6.9
C57BL/6J,f,473353,11,4/25/2003,WBC,11.3
C57BL/6J,f,473353,11,4/25/2003,mHGB,16.7
C57BL/6J,f,473353,12,5/7/2003,BUN,23
C57BL/6J,f,473353,12,5/7/2003,CHOL,72
C57BL/6J,f,473353,12,5/7/2003,GLU,164
C57BL/6J,f,473353,12,5/7/2003,HDLD,62.9
C57BL/6J,f,473353,12,5/7/2003,NEFA,1.83
C57BL/6J,f,473353,12,5/7/2003,T4,5
C57BL/6J,f,473353,12,5/7/2003,TBIL,0.24
C57BL/6J,f,473353,12,5/7/2003,TG,66
C57BL/6J,f,477018,10,5/14/2003,carbon dioxide,18.1
C57BL/6J,f,477018,10,5/14/2003,chloride,116
C57BL/6J,f,477018,10,5/14/2003,potassium,6.69
C57BL/6J,f,477018,10,5/14/2003,sodium,149
C57BL/6J,f,477018,12,5/23/2003,pctFat,22
C57BL/6J,f,477018,12,5/23/2003,BMD,0.0462
C57BL/6J,f,477018,12,5/23/2003,LTM,15.5
C57BL/6J,f,477018,12,5/23/2003,bodylength,8.5
C57BL/6J,f,477018,12,5/23/2003,bodyweight,20.6
C57BL/6J,f,477018,12,5/23/2003,TTM,19.9
C57BL/6J,f,477018,12,5/28/2003,BUN,24
C57BL/6J,f,477018,12,5/28/2003,CHOL,75
C57BL/6J,f,477018,12,5/28/2003,GLU,151
C57BL/6J,f,477018,12,5/28/2003,HDLD,63.7
C57BL/6J,f,477018,12,5/28/2003,NEFA,1.96
C57BL/6J,f,477018,12,5/28/2003,T4,3.7
C57BL/6J,f,477018,12,5/28/2003,TBIL,0.36
C57BL/6J,f,477018,12,5/28/2003,TG,92
C57BL/6J,f,477020,10,5/14/2003,carbon dioxide,18.9
C57BL/6J,f,477020,10,5/14/2003,chloride,118
C57BL/6J,f,477020,10,5/14/2003,potassium,5.81
C57BL/6J,f,477020,10,5/14/2003,sodium,150
C57BL/6J,f,477020,11,5/15/2003,pctEOS,2.2
C57BL/6J,f,477020,11,5/15/2003,HCT,48.6
C57BL/6J,f,477020,11,5/15/2003,HDW,2.02
C57BL/6J,f,477020,11,5/15/2003,pctLYMP,85.4
C57BL/6J,f,477020,11,5/15/2003,MCH,16.1
C57BL/6J,f,477020,11,5/15/2003,MCHC,33.3
C57BL/6J,f,477020,11,5/15/2003,MCV,48.4
C57BL/6J,f,477020,11,5/15/2003,pctMONO,1.4
C57BL/6J,f,477020,11,5/15/2003,MPV,5.8
C57BL/6J,f,477020,11,5/15/2003,pctNEUT,10.4
C57BL/6J,f,477020,11,5/15/2003,PLT,1017
C57BL/6J,f,477020,11,5/15/2003,RBC,10.1
C57BL/6J,f,477020,11,5/15/2003,RDW,14.6
C57BL/6J,f,477020,11,5/15/2003,pct Retic,5.5
C57BL/6J,f,477020,11,5/15/2003,WBC,5.11
C57BL/6J,f,477020,11,5/15/2003,mHGB,16.2
C57BL/6J,f,477020,12,5/23/2003,pctFat,18.6
C57BL/6J,f,477020,12,5/23/2003,BMD,0.0451
C57BL/6J,f,477020,12,5/23/2003,LTM,14.7
C57BL/6J,f,477020,12,5/23/2003,bodylength,8.4
C57BL/6J,f,477020,12,5/23/2003,bodyweight,19
C57BL/6J,f,477020,12,5/23/2003,TTM,18
C57BL/6J,f,477020,12,5/28/2003,BUN,40
C57BL/6J,f,477020,12,5/28/2003,CHOL,165
