strain,sex,animal_id,GLU,CHOL,HDL,TG,RBC,WBC,pctLYMP,pctNEUT,pctMONO,pctBASO,pctEOS,pctLUC,pctRetic,RDW,MCV,MCH,MCHC,CHCM,HDW,mHGB,cHGB,HCT,PLT,MPV,systolic_BP,pulse,HR,CV,R_amplitude,RS_amplitude,RR,PQ,PR,QRS,QT,QTc,QT_dispersion,QTc_dispersion,ST,BMD,BMC,bone_area,total_area,LTM,pct_fat,TTM,bw
129SWSBF1,f,CHF1F05,169,99,89.2,68,9.08,5.93,83.6,11.9,1.4,0.3,2.3,0.5,4.2,14.3,46.7,16,34.2,32.5,1.83,14.5,13.8,42.4,1114,8.5,126,570,808,1.16,357,571.15,74.3,18.6,25.6,10.1,42.1,48.8,22.5,26.4,32.5,0.07,0.31,5.75,9.6,7.5,12.3,8.92,19.99
129SWSBF1,m,CHF1M01,170.5,130,116.9,87.5,10.46,7.86,82.9,12.1,1.3,0.1,3.1,0.5,3.7,13.7,47.3,15.6,33.1,31.4,1.89,16.4,15.5,49.5,1087,8.7,103,578,,,,,,,,,,,,,,,,,,,,,
129SWSBF1,m,CHF1M02,184,120,109.9,79,9.21,8.57,80.7,14.5,1.6,0.2,2.5,0.5,5.1,14.2,46.2,16.2,35.1,32.2,2.09,15,13.7,42.6,1530,11.3,112,647,,,,,,,,,,,,,,,,,,,,,
129SWSBF1,m,CHF1M03,170.5,120.5,108.8,67.5,10.12,7.98,81.3,14.7,1.3,0.1,2.1,0.4,3.9,13.9,47,15.9,33.9,31.5,2.06,16.1,15,47.5,1229,9.5,119,605,,,,,,,,,,,,,,0.07,0.29,5.45,9.91,8.75,13.64,10.45,22.79
129SWSBF1,m,CHF1M04,176,122,111.9,90,9.84,7.73,86.6,9,1.1,0.2,2.5,0.7,3.2,13.4,46.4,15.9,34.2,32.3,1.72,15.6,14.8,45.7,1277,9.7,112,431,860,0.67,313.48,463.64,69.8,19.3,25.4,9.2,39,46.7,12.5,15.1,30.3,0.06,0.28,5.79,9.81,8.1,12.83,9.7,21.96
129SWSBF1,m,CHF1M05,143,116,107.8,105,9.88,7.82,85.3,10.7,1.5,0.2,1.6,0.7,4.1,13.7,46.8,15.5,33.2,32.1,1.8,15.3,14.8,46.2,1154,7.3,96.7,400,848,0.69,178.56,293.34,70.8,11.3,15.3,9.3,39,46.4,1,1.2,30.2,0.06,0.27,5.46,10.06,8.55,12.19,10.08,22.15
A/J,f,AAF1F01,151,77,67.3,151,9.46,3.97,80.7,15.4,1.5,0.5,1.6,0.2,2.4,16.3,44.4,15.4,34.8,35.7,2.36,14.6,15,42,974,4.6,,,820,0.46,422.78,491.47,73.2,18.1,24.9,9.9,38.4,44.8,19,22.4,29,0.05,0.19,3.99,13.13,9.15,33.1,15.07,30.92
A/J,f,AAF1F02,178,68,63.5,114,9.57,3.83,76.9,19.6,1.4,0.4,1.4,0.3,3.2,15.9,43.6,15.2,35,36,2.54,14.6,15,41.8,814,5,,,693,5.94,426.84,401.27,86.9,23.4,30.2,10.4,39.2,42,31,33.2,29.3,0.06,0.2,4.19,11.24,8.35,24.33,12.1,25.48
A/J,f,AAF1F03,180,76,68,122,10.05,4.58,76.5,19.8,1.9,0.2,1.4,0.3,2.2,16.2,43.9,15.5,35.3,36,2.46,15.5,15.9,44.1,748,4.7,,,707,3.72,398.65,396.83,85,21.7,28.1,9.4,41.5,45,31.5,33.3,32.6,0.06,0.22,4.51,12.02,9,29.73,13.15,26.91
A/J,f,AAF1F06,122,49,44,45,9.22,3.9,79.2,16.8,1.8,0.2,1.8,0.2,2,16.9,42.5,15.2,35.8,36.9,2.68,14,14.5,39.2,773,4.7,,,837,0.86,498.49,561.95,71.7,20.5,25.3,8.4,30.2,35.7,19.5,22.8,22.3,0.06,0.18,4.06,9.67,7.05,18.5,9.17,19.08
A/J,f,AAF1F07,135,50,43.9,69,8.64,5.02,78.7,16.9,2.1,0.3,1.8,0.2,1.9,15.8,43,15.5,36,36.4,2.74,13.4,13.5,37.1,1200,9.9,,,749,2.67,526.94,537.07,80.2,20.6,28,10.7,35.5,39.6,24,26.1,25.3,0.05,0.19,4.38,8.92,6.45,17.42,8.08,18.06
A/J,m,AAF1M01,189,82,77.3,130,10.03,5.96,83.7,13.8,0.9,0.2,1.1,0.3,2.8,15.8,43.7,15,34.4,35.2,2.45,15.1,15.4,43.8,1055,6.2,,,818,0.86,325.32,341.79,73.3,24.5,29.8,9.3,37.1,43.4,20,23.6,28.3,0.05,0.2,4.29,11.75,9.6,29.27,14.04,28.48
A/J,m,AAF1M06,161,67,59.9,130,9.62,5.97,79.5,16.7,1.9,0.1,1.6,0.2,3.6,16,41.7,15.3,36.6,36.6,2.68,14.7,14.7,40.1,1029,4.5,,,823,0.72,380.08,415.63,72.9,22.2,28.8,9.6,41.3,48.4,22,25.7,32.2,0.04,0.21,4.88,11.64,9,20.96,12.07,25.72
A/J,m,AAF1M07,175,69,65.4,104,8.93,6.15,77.5,18.7,1.9,0.3,1.3,0.2,4.1,16.3,42.2,15.3,36.2,36.4,2.73,13.6,13.7,37.7,1073,10.1,,,823,1.07,327.36,376,72.9,23.7,29.4,9,36.4,42.6,19.5,22.6,27.9,0.04,0.39,8.58,24.04,17.9,31.52,26.2,28.84
A/J,m,AAF1M08,162,66,58.2,110,9.06,4.18,78.8,16.7,2.9,0.4,1.1,0.2,2,16.2,42.5,15.5,36.5,38.5,2.41,14.1,14.8,38.5,859,4.3,,,692,2.94,404.61,485.77,86.8,23,30.1,10.3,43.6,46.8,33.5,34.2,33.8,0.04,0.18,4.09,10.14,8.15,21.07,10.91,22.48
A/J,m,AAF1M09,156,70,63.9,87,8.84,4.05,84.1,11.9,2.1,0.6,1,0.2,2.8,16.2,42.7,15.4,36.1,38,2.67,13.6,14.3,37.7,982,4.6,,,594,11.5,466.42,483.44,102.8,20.9,28.9,11.9,49,48.9,56,63.2,37.6,,,,,,,,
A129SF1,f,ACF1F01,180,84,71.6,105,9.29,8.47,81.2,12.4,1.3,0.3,3.6,1.1,2.2,14.9,47.6,15.8,33.3,32.6,1.73,14.7,14.4,44.2,971,4.7,122,416,838,1.53,285.81,364.62,71.6,22.7,28.3,8.6,38.9,46,21.5,25,30.9,0.07,0.27,5.22,9.9,7.6,16.66,9.54,21.09
A129SF1,f,ACF1F02,167,83,72.7,105,9.19,8.97,85.2,11.2,0.9,0.2,1.8,0.7,2.9,14.8,47,16.1,34.4,32.8,1.76,14.8,14.1,43.2,910,4.8,115,350,564,16.63,474.78,338.24,110.4,19.2,29.6,13.3,64.2,61.2,56,53,51.4,0.06,0.22,4.6,10.9,7.8,23.36,10.96,23.49
A129SF1,f,ACF1F03,164,78,67.4,105,9.69,6.55,78.5,13.2,2.1,0.2,5.2,0.8,2.8,14.6,48.2,16,33.2,32.1,1.77,15.5,15,46.7,889,4.7,106,381,622,9.62,257.59,132.26,97.6,29.1,33.2,9.4,43.3,43.8,50,51.8,34.4,0.06,0.24,4.62,10.63,7.95,23.98,10.91,23.36
A129SF1,f,ACF1F04,157,75,69.2,106,9.65,7.33,86,9.6,1.5,0.2,1.9,0.7,2,14.4,47.3,15.9,33.5,32.5,1.73,15.3,14.8,45.7,895,4.7,115,578,662,18.76,233.17,104.66,95.3,26.7,33.2,13.7,52.2,54.2,45,51.7,39.1,0.07,0.24,4.72,10.23,7.8,21.28,10.56,22.91
A129SF1,f,ACF1F05,147,80,68.7,64,9.89,8.35,86.5,11,0.7,0.2,1.1,0.5,2.8,15.1,47.2,15.8,33.5,32.4,1.85,15.6,15.1,46.6,966,4.8,97.6,502,776,5.16,231.15,190.46,77.5,22.2,28.4,9.6,40.7,46.3,23.5,28.3,31.6,0.07,0.24,4.43,10.13,8.05,23.77,11.13,23.74
A129SF1,m,ACF1M01,212,113,99.2,152,9.91,5.9,83.5,12.4,1.8,0.1,1.6,0.6,2.8,14.1,46.8,15.6,33.3,32,1.79,15.4,14.9,46.4,1016,4.8,115,458,710,6.88,354.29,215.67,84.9,25.8,31.9,11.6,46,50.1,19,22.5,34.9,0.05,0.24,4.64,12.22,10,26.89,14.27,30.13
A129SF1,m,ACF1M02,192,101,91,128,9.18,6.91,82.1,13.9,1.7,0.5,1.4,0.4,4,15.3,45.3,15.7,34.6,32.9,2.53,14.4,13.7,41.6,1068,6.2,135,399,778,7.45,269.19,122.08,77.6,22.1,28.7,10.3,44.4,50.7,15,19.1,34.6,0.06,0.23,4.66,11.82,9.35,23.39,13.25,28.42
A129SF1,m,ACF1M03,205,102,88.3,145,9.37,8.46,79.3,16,1.4,0.6,2.2,0.5,4.3,16.5,45.9,15.8,34.5,32.9,2.78,14.8,14.1,43,1093,6.8,154,470,677,7.72,225.85,314.2,89.2,20.8,29.2,11.3,46.1,48.9,32,31.3,35.3,0.06,0.24,4.69,11.37,9.4,23.34,13.16,27.74
A129SF1,m,ACF1M04,199,95,87.6,120,9.37,7.81,82.4,13.5,1.6,0.3,1.5,0.7,3.3,14,46.9,15.8,33.7,32.1,1.84,14.8,14.1,44,1166,4.9,143,451,662,4.62,334.3,385.76,90.8,20.1,27.4,10.1,47.2,49.5,32.5,31.5,37.6,0.05,0.2,4.11,12.48,10.05,26.3,15.12,31.44
A129SF1,m,ACF1M05,217,102,92.8,137,9.63,7.23,87.4,9.4,1.2,0.2,1.3,0.5,3.5,13.9,48.5,15.9,32.7,31,1.69,15.3,14.5,46.7,1045,5.5,95.1,472,770,1.63,378.9,494.89,77.9,21,28.5,10.6,45.4,51.5,15,17.1,35.3,0.05,0.23,4.51,12.35,10.05,27.73,14.62,30.84
AB6F1,f,ABF1F01,142,62,54.9,83,9.72,8.38,88.4,8.1,1.5,0.3,1.2,0.5,4,15.5,47.9,15.2,31.8,31.6,1.92,14.8,14.7,46.5,1144,4.6,127,614,807,1.97,306.06,365.98,74.3,23.5,30.2,9.7,39.1,45.4,20,22.6,30,0.06,0.23,4.81,9.83,7.75,15.88,9.8,21.21
AB6F1,f,ABF1F02,179,74,65.9,128,9.53,7.17,85.1,9.6,1.3,0.2,3.2,0.4,4.8,15,47.2,15.1,32,32.1,1.9,14.4,14.5,45,1110,4.6,119,633,821,0.75,325.18,330.85,73.1,21.9,27.9,9,35.5,41.5,22.5,26.3,26.9,0.05,0.21,4.38,11.7,8.75,27.61,12.91,27.03
AB6F1,f,ABF1F03,174,72,64.7,87,9.62,5.85,83.7,11.8,1.3,0.3,2.5,0.4,3.6,14.9,47.4,15.1,31.9,32,1.92,14.5,14.6,45.6,1052,4.7,105,666,779,1.1,338.56,269.11,77.1,22,28.7,9.9,39.3,44.8,20,23,30,0.05,0.24,4.86,11.31,9.1,21.5,12.7,27.01
AB6F1,f,ABF1F04,178,70,64.2,81,10.18,6.76,85,11,1.3,0.1,2.1,0.5,3.4,14.7,46.3,15.1,32.5,31.8,1.74,15.3,15,47.1,1098,4.6,110,597,679,6.12,377.21,259.9,88.7,24.8,32.5,10.6,41.4,43.9,34.5,37.8,31.3,0.06,0.24,4.9,12.43,9.7,23.83,13.83,29.53
AB6F1,f,ABF1F05,144,63,58.5,83,9.79,6.83,84.2,10.5,1.8,0.2,2.7,0.6,2.6,15.4,46.2,15.1,32.7,32.2,1.84,14.8,14.6,45.2,973,4.5,131,692,730,2.44,274.4,409.4,82.2,25,32.1,10.1,40.4,44.6,21.5,24.4,30.8,0.06,0.24,4.77,12.23,9.85,23.84,14.12,29.93
AB6F1,m,ABF1M01,193,95,92.8,135,10.25,8.46,88.4,9,0.9,0.1,0.9,0.7,2.8,14,45.3,14.7,32.5,31.7,1.64,15.1,14.7,46.4,1155,4.6,74.2,388,704,3.6,466.36,367.78,85.3,22.6,29.5,10.3,40.7,44.1,25.5,25.9,30.9,0.06,0.24,4.69,13.51,11.2,29,16.69,35.29
AB6F1,m,ABF1M02,201,99,94,128,10.28,9.61,89.4,7.5,0.7,0.2,1.4,0.8,2.6,13.6,47.3,15.2,32,30.9,1.6,15.6,15,48.6,1133,4.9,95.5,538,776,1.31,407.94,294.32,77.4,22,29.4,10.2,42.5,48.4,21,24,32.8,0.05,0.24,4.57,13.35,11.25,25.72,16.37,34.57
AB6F1,m,ABF1M03,201,94,88,128,10.05,7.52,85.7,10.8,0.8,0.1,1.9,0.7,2.8,14,45.5,14.8,32.5,31.5,1.68,14.9,14.4,45.7,1182,4.8,116,415,781,2.67,440.35,384.51,76.9,20.1,27.1,10.3,39.3,44.8,24,26.7,29.4,0.05,0.23,4.66,13.91,12,28.54,17.95,37.71
AB6F1,m,ABF1M04,200,90,86.9,150,10.78,8.33,88,8.2,0.8,0.1,1.7,1.2,2.6,13.5,47.6,14.9,31.3,29.9,1.49,16.1,15.3,51.3,1321,5.9,113,463,775,1.57,431.11,362.22,77.4,21.7,28.2,9.3,39.1,44.5,21.5,23.3,30.3,0.05,0.23,4.63,13.35,11.7,27.92,17.11,36.14
AB6F1,m,ABF1M05,209,90,90.6,125,10.18,7.38,88.9,7.2,1,0.3,1.7,0.9,2.7,14,45.4,14.6,32.2,31.6,1.67,14.9,14.6,46.2,1151,4.8,119,480,718,1.47,342.15,290.28,83.6,19.7,26.7,10,43.6,47.7,24,25.9,34.1,0.05,0.23,4.67,13.24,10.95,28.49,16.18,34.32
ACASTF1,f,AFF1F01,154,63,52.8,116,10.44,7.24,88.2,9.3,0.7,0.2,1.1,0.5,1.1,15,42.6,14.9,35,34.7,1.67,15.6,15.4,44.5,1124,4.6,,,,,,,,,,,,,,,,0.07,0.27,4.93,9.33,7.9,12.49,9.38,20.21
ACASTF1,f,AFF1F02,191,63,50.2,89,10.6,6.78,81.6,14.9,0.8,0.3,2,0.3,2.8,15.3,44.2,15.2,34.3,31.9,1.81,16.1,15,46.9,1336,7.7,,,782,3.03,495.34,539.35,76.8,19.9,27.5,10.4,45.6,52.1,5.5,5.6,35.7,0.06,0.25,5.08,9.48,7.9,13.17,9.26,25.98
ACASTF1,f,AFF1F03,182,54,43.6,69,11.26,8.83,82.1,13.1,1.5,0.3,2.7,0.3,1.6,14.8,43.3,14.9,34.5,32.4,1.71,16.8,15.8,48.7,996,4.9,,,829,3.25,318.52,7.83,72.4,10.5,15.3,11.1,40.6,47.8,4,3.9,30.1,0.06,0.27,5.33,9.81,7.95,12.12,9.34,20.84
ACASTF1,f,AFF1F04,194,67,54.1,131,11.52,6.76,81.8,11.1,1.3,0.3,5.2,0.3,1.2,14.1,44.5,15.1,34,31.9,1.56,17.4,16.4,51.3,978,5,,,707,12.53,381.3,296.09,86.4,19.5,27.9,11.2,51.4,55.1,33.5,28.4,40.7,0.06,0.27,5.28,10.03,8.55,13.2,10.04,22.28
ACASTF1,f,AFF1F05,213,66,55.3,89,10.77,6.69,80.6,9.45,0.7,0.25,8.8,0.25,1.15,15.55,45.5,15.2,33.35,32.5,2.03,16.35,15.95,48.95,807,4.75,,,865,1,445.5,309.28,69.4,21.6,27.7,9.3,39.8,47.8,13,15.8,31,0.06,0.27,5.46,9.56,7.8,14.05,9.45,20.87
ACASTF1,m,AFF1M01,228,78,70.8,164,11.67,9.4,87.6,8.2,1.1,0.2,2.5,0.5,1.6,13.4,42,14.4,34.2,33.4,1.66,16.8,16.4,49,1215,5.6,,,,,,,,,,,,,,,,0.06,0.28,5.37,12.67,11.9,22.3,15.8,33.03
ACASTF1,m,AFF1M02,182,76,61.1,174,11.25,9,85.9,10.3,1.3,0.3,1.8,0.4,1.7,13.6,40.9,14.4,35.1,34.4,1.84,16.2,15.9,46,1369,5.5,,,,,,,,,,,,,,,,0.06,0.28,5.57,12.51,11.25,18.19,14.26,30.55
ACASTF1,m,AFF1M03,208,90,76.8,236,11.43,5.18,83.7,9.9,1.3,0.1,4.7,0.2,1.5,13.5,42.6,14.6,34.3,33.1,1.65,16.7,16.1,48.7,958,4.8,,,,,,,,,,,,,,,,0.06,0.28,5.34,14.27,13,22.7,17.72,37.2
ACASTF1,m,AFF1M04,214,80,71.1,184,11.28,7.34,86.4,9.2,1.4,0.1,2.6,0.4,1.6,13.3,41,14.1,34.4,34.5,1.76,15.9,16,46.3,1119,4.4,,,,,,,,,,,,,,,,0.07,0.28,5.36,12.98,12.2,24.11,16.31,34.39
ACASTF1,m,AFF1M05,232,82,70.7,217,11.17,10.15,88.1,8.9,1.2,0.1,1.1,0.5,1.7,13.5,41.6,14.5,34.9,33.8,1.66,16.2,15.7,46.4,1258,4.5,,,,,,,,,,,,,,,,0.05,0.27,5.13,13.98,12.75,26.65,18.26,38.1
ANODF1,f,ADF1F01,167,75,74.1,86,9.85,6.83,84.1,12.6,1.2,0.2,1.6,0.4,4.5,15.6,46.5,16,34.3,33.6,2.19,15.7,15.4,45.9,1053,4.9,,,733,1.87,659.73,772.1,81.8,22.1,29.1,10.1,40.5,44.8,22,24.5,30.9,0.07,0.28,5.17,11.88,10.05,24.45,13.48,28.6
ANODF1,f,ADF1F02,149,87,79.3,150,9.78,5.9,83.8,13.2,0.9,0.2,1.4,0.5,3.3,14.7,45.5,16,35.1,34.5,2.05,15.7,15.4,44.6,1211,4.5,,,811,0.63,387.37,328.4,74,22.5,28.9,9.3,41.3,48,24.5,28.3,32.5,0.07,0.29,5.15,14.49,12,34.22,18.64,39.17
ANODF1,f,ADF1F03,157,84,78.3,154,9.82,6.25,80.3,15.7,1.8,0.2,1.8,0.2,3.2,14.4,46.4,16,34.6,33.5,2,15.8,15.3,45.6,1132,4.6,,,818,1.05,373.55,409.69,73.3,22.6,28.9,9.2,35.7,41.7,28,32,27,0.07,0.28,5.25,12.84,10.95,25.67,15.41,32.46
ANODF1,f,ADF1F04,126,92,78.3,75,9.24,6.26,79.6,16,1.2,0.1,2.4,0.6,3.7,15.3,47.6,16.2,34.1,33.4,1.98,15,14.7,44,1066,4.4,,,850,0.99,392.84,583.69,70.6,19.8,26,9,34.8,41.5,20.5,24.8,26.4,0.06,0.29,5.34,12.48,10.4,25.53,14.15,29.85
ANODF1,f,ADF1F06,168,90,81.1,150,9.29,6.13,78.5,15.4,0.8,0.3,4.4,0.5,6.3,17.2,47.6,16,33.6,33,3.09,14.8,14.6,44.2,1128,4.9,,,749,3.48,441.47,324.47,80.2,24.6,32.2,10.4,40.3,45,22,24.3,30.4,0.07,0.3,5.86,11.34,9.8,14.5,12.05,26.61
ANODF1,m,ADF1M01,179,112,104.7,148,9.6,6.26,81.8,14.2,1.8,0,1.9,0.3,4.2,14.4,45.6,16.4,35.9,33.7,2.01,15.7,14.8,43.8,1495,10,,,841,0.55,209.14,296.76,71.3,19.9,25.7,8.6,37.8,44.8,27,32.2,29.8,0.06,0.27,5.44,13.85,13.05,19.29,17.19,36.71
ANODF1,m,ADF1M02,167,116,105.5,172,10.06,7.49,84.3,12,1.6,0.1,1.4,0.5,3.1,14,45.1,15.9,35.2,33.7,1.96,16,15.3,45.3,1329,4.5,,,871,0.66,444.37,517.26,68.9,19,24.5,8.5,32.5,39.2,20.5,24.5,24.6,0.06,0.27,5.38,14.53,13.35,23.6,18.61,39.46
ANODF1,m,ADF1M03,177,123,113.9,207,10.08,6.68,83.4,12.9,1.6,0.2,1.4,0.4,3.7,14.5,45.6,15.9,34.9,33.5,2.07,16,15.4,45.9,1247,6.1,,,818,0.68,402.3,532.14,73.3,22.7,28.5,8.8,32.9,38.4,22.5,26.3,24.6,0.06,0.29,5.37,12.82,12.35,21.26,16.4,34.52
ANODF1,m,ADF1M04,153,114,109.4,122,,,,,,,,,,,,,,,,,,,,,,,801,0.61,554.44,664.79,74.9,21.3,27.4,9.6,37.2,42.9,23.5,27.4,28.1,0.06,0.29,5.47,14.37,13.9,24.3,19.22,40.18
ANODF1,m,ADF1M05,165,111,103.4,166,9.47,7.98,80.4,15.4,1.1,0.5,2.1,0.6,3,13.9,47,15.8,33.6,33.1,2.86,14.9,14.7,44.5,1239,6.1,,,829,2.11,398.01,362.64,72.4,22.4,28.2,8.9,34.8,40.9,22.5,25.8,26.4,0.06,0.27,5.58,12.6,11.3,17.94,14.24,30.97
ANZOF1,f,AEF1F01,181,116,97.4,210,10.62,6.36,85.7,10.6,1.1,0.2,2.1,0.3,3,14.4,44.8,15.2,33.9,32.8,1.69,16.1,15.6,47.6,917,5.8,,,510,17.05,487.62,582.39,120.8,28.5,37.3,12.4,56,51.1,58.5,62.9,44,0.06,0.23,4.62,12.75,9.6,32.05,14.92,31.28
ANZOF1,f,AEF1F02,183,104,92.4,120,10.46,6,79.2,16.4,1.3,0.4,2.1,0.7,2.5,15,44.3,15,33.9,33.5,1.84,15.7,15.5,46.3,1114,4.7,,,679,3.36,348.19,335.4,88.5,27,33.9,9.9,41.5,44.2,22,23.9,32.1,0.06,0.24,4.73,12.59,10.05,28.14,14.67,30.97
ANZOF1,f,AEF1F03,188,116,107.2,130,10.67,5.54,86.5,9.5,1.2,0.1,2.3,0.5,2.3,14,44.7,14.7,32.9,32.1,1.56,15.7,15.3,47.6,1149,4.8,,,761,1.34,473.39,448.67,78.9,24.2,31.2,10.2,36.8,41.4,22.5,25.9,27.1,0.06,0.25,5.19,14.61,8.75,44.66,17.45,36.13
ANZOF1,f,AEF1F04,205,108,99.3,149,10.61,5.36,82.6,14.8,0.7,0.2,1.3,0.4,2.3,14.1,44.9,14.9,33.2,32.2,1.61,15.8,15.3,47.6,1057,4.8,,,754,1.12,365.81,320.49,79.6,23.7,31,10.9,40.6,45.5,23.5,26.1,30.2,0.05,0.24,4.82,13.63,10.75,28.72,16.81,35.36
ANZOF1,f,AEF1F05,190,124,110.7,159,10.79,4.05,81.3,15.4,1.5,0.1,1.1,0.7,2.4,13.8,44.8,14.7,32.7,31.7,1.59,15.8,15.3,48.3,951,5.2,,,678,3.13,354.67,409.61,88.6,21.5,29.3,11.2,42.1,44.7,26.5,27.9,31.4,0.06,0.23,4.7,14.06,10.75,32.41,17.33,36.4
ANZOF1,m,AEF1M01,212,133,119.7,216,10.07,5.81,82.9,13.6,1.5,0.3,1.2,0.5,1.2,13.2,43.7,14.8,33.9,33.8,1.6,14.9,14.9,44,1141,4.5,,,830,0.81,350.25,419.11,72.3,22.3,28.6,9.4,36,42.3,20.5,24,27.1,0.06,0.27,5.15,16.91,14.8,34.05,24.65,51.07
ANZOF1,m,AEF1M02,207,145,132.7,175,10.49,5.79,83.8,12.3,1.7,0.3,1.3,0.6,1.5,13.2,43.9,14.9,33.9,33.4,1.63,15.6,15.4,46.1,1138,4.6,,,819,0.67,289.68,314.72,73.3,22.2,28.8,9.9,37.8,44.1,17,20.2,28.4,0.05,0.23,4.71,17.33,14.05,35.23,24.8,51.77
ANZOF1,m,AEF1M03,209,133,121.4,194,10.39,5.05,84.4,12,1.2,0.2,1.6,0.5,1.3,13.1,45,14.9,33.1,32.9,1.67,15.5,15.4,46.8,1112,5.3,,,641,2.35,242.55,262.92,93.6,19.2,28,12,47,48.7,17,17.4,35.6,0.05,0.24,4.59,16.41,14.15,33.08,23.56,48.92
ANZOF1,m,AEF1M04,226,142,131.4,180,11.02,4.45,81.8,14.1,1.4,0.1,2.1,0.5,1.7,13.1,45.1,14.7,32.7,32.6,1.58,16.2,16.2,49.7,1230,5.4,,,775,1.85,205.07,282.73,77.4,21.4,28.2,9.8,39,44.3,16,18.1,29.6,0.06,0.24,4.69,17.31,14.9,31.37,23.94,50.09
ANZOF1,m,AEF1M05,202,134,122.4,179,10.22,4.12,84.3,11,1.5,0.3,2.5,0.4,2.6,13.5,44.8,15.4,34.4,32.5,1.71,15.7,14.9,45.7,1104,6.7,,,816,0.96,248.22,274.95,73.6,21.9,28.8,9.9,38.9,45.3,23.5,27.9,29.5,0.05,0.22,4.64,14.88,13.1,26.45,20.05,41.97
APWKF1,f,AGF1F01,114,71,63.2,164,10.24,4.19,81,12.9,0.9,0.2,4.6,0.3,1.6,14.4,44.5,15.5,34.9,33.9,1.71,15.9,15.4,45.6,814,5.8,,,,,,,,,,,,,,,,0.07,0.26,5.05,11.68,9.1,23.47,12.47,26.64
APWKF1,f,AGF1F02,145,60,48.2,171,10.51,6.12,81,9.2,1.1,0.2,8.3,0.2,1.7,15,44.7,15.3,34.4,33.6,1.85,16.1,15.7,46.9,884,6.2,,,,,,,,,,,,,,,,0.05,0.22,4.8,11.37,9.15,22.95,12.22,25.96
APWKF1,f,AGF1F03,136,64,56.2,115,10.36,4.59,84.8,11.4,1.1,0.1,2.4,0.2,2.9,14.5,44.8,15.4,34.4,33.8,1.7,16,15.7,46.5,871,5.1,,,,,,,,,,,,,,,,0.06,0.22,4.36,11.99,8.55,29.11,12.84,26.74
APWKF1,f,AGF1F04,171,65,59.6,151,10.95,8.13,81.4,12.7,0.9,0.2,4.5,0.4,2.1,14.5,45.1,15.3,33.9,33,1.64,16.8,16.3,49.4,790,4.6,,,,,,,,,,,,,,,,0.05,0.22,4.44,12,9.6,26.85,14.24,29.52
APWKF1,f,AGF1F05,157,80,65.2,127,10.22,5.29,77.3,15.3,1.1,0.1,5.9,0.3,2.8,15.7,43.5,15.3,35.3,34.3,1.87,15.7,15.2,44.4,849,4.7,,,,,,,,,,,,,,,,0.07,0.21,4.22,10.37,7.7,25.08,10.66,22.62
APWKF1,m,AGF1M01,189,83,72.5,182,11.04,6.01,83.5,12.8,1,0,2.3,0.3,2.2,13.8,43.9,14.8,33.7,32.9,1.67,16.3,16,48.5,1075,5.1,,,,,,,,,,,,,,,,0.05,0.23,4.65,13.28,11.6,25.05,16.76,34.87
APWKF1,m,AGF1M02,193,96,77.8,372,11.04,7.29,84.7,11.9,0.8,0.3,2,0.3,2.4,13.9,42.3,14.5,34.3,33.8,1.79,16,15.8,46.8,1099,4.5,,,,,,,,,,,,,,,,0.05,0.25,4.91,15.02,12.9,26.57,19.06,39.83
APWKF1,m,AGF1M03,160,89,80,229,11.03,5.2,78.25,13.15,1.1,0.2,7.05,0.35,2.2,14.15,43.45,14.65,33.75,32.75,1.81,16.2,15.75,47.95,1147.5,4.8,,,,,,,,,,,,,,,,0.05,0.23,4.75,13.22,11.15,24.97,16.26,34.16
APWKF1,m,AGF1M04,186,84,75.2,150,11.25,6.03,80.1,12.9,0.9,0.2,5.6,0.3,2.6,14,42.2,14.5,34.3,33.8,1.89,16.3,16.1,47.4,999,4.5,,,,,,,,,,,,,,,,0.05,0.23,4.84,12.63,11.25,22.3,15.34,31.74
APWKF1,m,AGF1M05,188,88,74.2,256,11.47,6.46,87.8,9.2,0.8,0.2,1.6,0.5,2.7,13.9,43.2,11.9,27.6,33.2,1.83,13.7,16.4,49.5,1121,4.6,,,,,,,,,,,,,,,,0.06,0.23,4.93,12.45,10.55,23.5,14.31,30.38
AWSBF1,f,AHF1F01,171,66,57.3,97,10.46,6.96,84.2,11,1.7,0.2,2.5,0.5,1.6,14.6,46,15.3,33.4,32,1.7,16.1,15.4,48.1,877,5,,,,,,,,,,,,,,,,0.06,0.23,4.9,9.55,6.95,14.73,8.47,18.72
AWSBF1,f,AHF1F02,168,69,62.8,91,10.07,6.56,82.5,13.1,1,0.1,2.9,0.4,2,14.7,45.8,15.5,33.9,32.3,1.75,15.7,14.9,46.2,1062,8.2,,,,,,,,,,,,,,,,0.06,0.27,5.22,10.05,7.8,15.7,9.63,21.15
AWSBF1,f,AHF1F03,171,76,65.1,63,10.41,6.62,81.3,10.9,1.5,0.1,5.8,0.5,1.7,14.8,46.5,15.2,32.7,31.7,1.63,15.8,15.3,48.4,952,5,,,,,,,,,,,,,,,,0.06,0.23,4.84,8.81,6.55,16.13,7.91,17.73
AWSBF1,f,AHF1F04,184,80,67.6,171,9.93,6.05,86.7,10.1,0.9,0.1,1.7,0.4,2.3,14.4,45,15.3,34,32.3,1.65,15.2,14.4,44.6,927,4.8,,,,,,,,,,,,,,,,0.07,0.24,4.87,9.32,7.65,19.87,9.69,21.09
