strain,sex,animal_id,sodium,potassium,chloride,calcium,anion_gap,carbon_dioxide,GLU,GLU_fast,BUN,creatinine,WBC,LYM,pct_LYM,MONO,pct_MONO,GRA,pct_GRA,pct_EOS,RBC,MCV,RDW,MCH,MCHC,hemoglobin,hematocrit,platelets,MPV,testes_wt,litter_size,age_first_litter,duration_to_litter,distance3_OFT,distance10_OFT,transitions_OFT,center1_OFT,center10_OFT,distance_center_OFT,pct_center_OFT,latency_periphery_OFT,duration_periphery_OFT,immobile_OFT,fecal_boli_OFT,urination_OFT,duration_light_LD,distance_light_LD,pct_light_LD,latency_dark_LD,transitions_LD,fecal_boli_LD,urination_LD,capture_score,hold_score,wildness_score,tail_clip,hot_plate,pct_sleep_daily,pct_sleep_dark,pct_daily_deprivation,pct_dark_deprivation,act_dark_deprivation,body_weight,body_length,tail_length,gonad_fat_wt,bone_circumference,brain_wt,heart_wt,kidneyL_length,kidneyR_length,kidney_vol,kidneyL_wt,kidneyR_wt,kidney_both_wt,spleen_wt
PreCCF3549/Ornl,f,7338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,964.56,2894.54,34,4.93,1.25,5.7,12.51,0,8.75,3.87,8,1,2.86,886.19,28.62,0,11,5,0,0,1,1,31.42,2.955,,,,,,27.98,10.9,9,1.343,4.3925,,0.19,,,,0.208,0.207,0.415,0.143
PreCCF3549/Ornl,m,7339,145,6.5,110,1.22,14,29,194,,21,0.4,13.63,6.8,50.4,1.5,11.4,5.3,38.2,8.2,12.54,48,12.1,14.51,30.02,18.19,60.6,349,6.26,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,18.91,5.275,,,,,,33.1,11.5,9.5,0.81,4.8655,,0.263,,,,0.328,0.33,0.658,0.099
PreCCF3564/Ornl,f,7340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1332.75,5587.34,77,10.6,2.56,2.9,25.64,3.27,7.43,0.33,6,0,3.55,1070.74,35.48,0,13,11,2,0,0,0,9.9,3.71,,,,,,21.2,10.3,8.2,0.946,4.609,,0.114,,,,0.1,0.111,0.211,0.052
PreCCF3564/Ornl,m,7341,146,6.6,114,1.2,15,25,177,,15,0.2,15.7,9.4,60.1,1.2,8,5.1,31.9,11,10.98,47,13.55,13.83,29.14,15.19,52.12,423,5.96,,,,,1316.54,4029.63,74,18.8,2.48,1.92,24.82,1.53,7.52,0.4,5,0,5.68,1257.83,56.76,0,12,3,0,0,0,0,22.08,5.035,40.68,20.19,28.57,13.64,-5.39,23.95,11,7.7,0.799,4.411,,0.116,,,,0.146,0.162,0.308,0.07
PreCCF3571/Ornl,f,7342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,83,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF3571/Ornl,f,7897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1354.08,4168.99,132,28.33,5.27,4.33,52.74,0,4.73,0,2,2,4.49,1507.79,44.9,14.61,19,7,1,0,1,1,28.49,2.545,,,,,,18.6,9.5,7.3,0.279,4.174,,0.111,,,,0.127,0.142,0.269,0.047
PreCCF3571/Ornl,m,7343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,83,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF3571/Ornl,m,7898,148,7.1,118,1.17,18,21,209,,17,0.2,8.24,4,48.8,0.7,9.1,3.5,42.1,19.9,6.61,49,13.27,15.17,30.76,10.02,32.58,85,7.07,,,,,1004.61,3000.59,92,20.6,3.58,7.45,35.8,0,6.42,0,5,1,2.89,1107.56,28.88,23.22,14,8,2,0,0,0,,,34.66,21.95,23.53,10.77,5.87,19.48,9,8.5,0.282,4.1595,,0.133,,,,0.137,0.139,0.276,0.066
PreCCF3584/Ornl,m,7344,144,5.3,114,1.08,19,17,341,,18,0.2,7.06,3.7,53.8,0.7,10.6,2.7,35.6,9.6,12.57,43,14.94,12.87,30.26,16.17,53.45,462,5.74,,,,,1608.06,4787.37,131,9.95,2.6,4.89,26.01,0,7.4,0.07,5,0,4.75,2503.25,47.48,0,23,3,0,0,0,0,23.53,6.155,28.53,10.27,27.34,16.63,-5.48,23.7,9.7,7.8,0.527,4.418,0.467,0.13,,,,0.182,0.206,0.388,0.096
PreCCF3612/Ornl,f,7345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.2,3134.75,55,5.53,1.34,9.64,13.36,0,8.66,1.13,1,0,4.41,1529.65,44.06,0,23,0,0,0,1,1,5.6,5.105,,,,,,21.6,10,8,0.576,4.189,,0.133,,,,0.155,0.155,0.31,0.066
PreCCF3612/Ornl,m,7346,144,7.6,111,1.21,13,29,225,,12,0.3,4.44,,,,,,,,11.79,45,13.64,13.07,29.25,15.41,52.66,347,5.97,,,,,485.51,1679.08,28,15.6,0.48,16.44,4.81,10.27,9.52,0.27,7,1,0.25,60.81,2.55,13.28,1,7,2,0,0,0,,,44.71,38.89,43.22,48.90,0.50,28.42,11,8.6,0.949,4.182,,0.112,,,,0.274,0.254,0.528,0.064
PreCCF4001/Ornl,f,7347,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,6,68,45,,,,,,,,,,,,,,,,,,,,0,0,0,48.49,27.17,,,,,,23.4,,8.6,0.204,,,0.184,,,,0.201,,,
PreCCF4001/Ornl,f,7899,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,2,98,66,616.88,2136.51,54,51.05,6.61,3.41,66.09,3.74,2.95,0.33,2,0,5.79,1103.08,57.94,39.71,9,4,0,0,0,0,51.28,16.58,53.52,48.89,39.74,41.89,1.97,19.2,9.5,9,0.093,,,0.112,8.92,10.45,,0.152,0.11,0.262,0.5
PreCCF4001/Ornl,f,8341,147,6.6,,1.23,,27,131,,,0.2,10.28,5.5,53.6,1.1,10.9,3.7,35.5,11.1,10.62,45,14.35,13.41,30.05,14.24,47.4,575,5.81,,5,80,56,549.02,1694.52,83,34.3,5.78,3.49,57.81,5.87,4.06,0.4,1,0,2.6,1312.74,26,0,15,4,0,0,0,0,13.17,9.985,27.87,16.96,20.90,13.83,-3.57,24.55,10.5,9,0.222,4.947,0.419,0.136,,,,0.169,0.17,0.339,0.106
PreCCF4001/Ornl,f,8626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5,,,,,,,,,,,,,
PreCCF4001/Ornl,f,8627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,118,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,,,,,,,,,,,,,
PreCCF4001/Ornl,f,8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,87,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,,,,,,,,,,,,,
PreCCF4001/Ornl,f,8629,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,9.5,8,0.102,,,0.113,,,,0.1,,,0.051
PreCCF4001/Ornl,f,8786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,,,,,,,,,,,,,
PreCCF4001/Ornl,m,7348,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,6,68,45,,,,,,,,,,,,,,,,,,,,0,1,1,20.82,17.565,,,,,,27.85,,9,0.286,,,0.162,,,,0.221,,,
PreCCF4001/Ornl,m,7900,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,2,98,66,,,,,,,,,,,,,,,,,,,,0,1,1,18.93,3.835,48.29,44.32,,,,22.2,11.1,9.2,0.284,,,0.182,10.53,11.61,,0.196,0.225,0.421,0.074
PreCCF4001/Ornl,m,8342,147,6.5,116,1.08,13,25,146,,16,0.2,9.34,4.6,49.7,0.9,10.6,3.8,39.7,10.6,10.6,45,14.22,14.03,31.16,14.87,47.73,690,5.37,,5,80,56,331.51,1201.11,74,27.63,4.35,3.91,43.5,14.08,4.92,0,7,0,4.84,2404.22,48.39,0.07,23,3,0,0,1,1,54.92,7.445,47.63,41.46,41.16,43.70,-4.07,29.03,9.5,8.9,0.51,4.988,0.456,0.275,,,,0.248,0.291,0.539,0.077
PreCCF4010/Ornl,f,7349,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,7,71,50,,,,,,,,,,,,,,,,,,,,0,1,1,50.53,3.025,,,,,,20.6,,8.5,0.093,,,0.221,,,,0.16,,,
PreCCF4010/Ornl,f,8343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,39,1668.9,5513.5,117,46.45,4.36,1.98,43.6,13.21,5.64,0,9,9,0.47,79.53,4.73,22.49,2,7,1,0,1,1,5.29,2.185,,,,,,,,,,,,,,,,,,,
PreCCF4010/Ornl,f,8630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF4010/Ornl,f,8632,148,7.1,121,1.19,16,19,134,,20,0.2,11.8,5.1,43.8,1.1,10,5.6,46.2,17,12.35,43,14.61,12.97,30.26,16.02,52.93,358,7.11,,5,67,41,364.5,907.43,114,30.16,5.78,2.07,57.8,7.41,3.57,0,10,1,3.49,2387.61,34.92,6.34,25,11,1,0,0,0,43.41,5.08,29.31,15.39,24.12,16.81,-3.57,22.57,9.6,8.2,0.133,5.3495,,0.279,,,,0.159,0.174,0.333,0.133
PreCCF4010/Ornl,f,8787,148,7.7,125,1.28,16,16,148,89,29,0.2,11.22,4.8,43,1.2,10.9,5.2,46.1,16,11.02,44,13.88,14.98,33.91,16.51,48.7,257,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.26,9.2,7,0.114,,,0.105,,,,0.105,,,0.071
PreCCF4010/Ornl,f,8789,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,5,174,145,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,18.09,11,8.5,0,,,0.124,,,,0.136,0.132,0.268,0.076
PreCCF4010/Ornl,m,7350,,,,,,,,101,,,,,,,,,,,,,,,,,,,,,7,71,50,,,,,,,,,,,,,,,,,,,,0,1,1,31.24,3.245,38.37,25.14,35.35,29.55,2.14,25.49,,8.5,0.475,,,0.136,,,,0.194,,,
PreCCF4010/Ornl,m,8344,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,6,60,39,873.11,2603.14,65,30.97,4.95,3.96,49.46,0,4.56,3.34,8,1,5.1,1549.93,50.98,0,20,9,0,0,1,1,7.13,4.27,46.45,25.16,35.17,29.63,5.16,24.9,10.5,8.7,0.48,5.3235,0.43,0.184,10.64,10.12,,0.197,0.188,0.385,0.06
PreCCF4010/Ornl,m,8631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF4010/Ornl,m,8633,146,6.5,121,1.02,12,21,194,,17,0.2,10,5.4,54.7,0.9,9.6,3.7,35.7,4.6,12.56,46,12.83,14.01,30.76,17.6,57.22,557,5.68,,5,67,41,448.02,1553.46,97,46.98,6.72,2.76,67.25,23.82,2.36,0,9,1,,,,0,,10,1,0,0,0,23.5,3.9,42.12,32.93,31.03,28.56,-5.57,38.92,10.3,8.2,2.443,5.3525,,0.232,,,,0.226,0.223,0.449,0.105
PreCCF4010/Ornl,m,8788,152,7.6,126,1.18,18,17,137,92,31,0.2,9.24,4.2,46.2,0.8,9.1,4.2,44.7,19.5,12.1,43,12.53,13.67,32.03,16.55,51.67,256,6.64,0.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,10,8.2,0.094,,,0.132,,,,0.105,,,0.037
PreCCF4010/Ornl,m,8790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,174,145,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,29.6,11,8.5,1.48,,,0.212,,,,0.227,0.225,0.452,0.07
PreCCF4020/Ornl,f,7351,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,3,83,57,,,,,,,,,,,,,,,,,,,,0,1,1,26.57,8.43,39.38,16.86,35.30,18.45,3.44,23.09,,9.3,0.205,,,0.164,,,,0.198,,,
PreCCF4020/Ornl,f,7901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,81,54,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PreCCF4020/Ornl,f,8345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,71,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF4020/Ornl,f,8347,148,6.1,109,1.24,13,33,138,,24,0.2,17.21,7.1,41.4,1.8,10.5,8.3,48.1,7.1,12.24,44,12.88,13.17,29.66,16.13,54.37,323,6.05,,2,97,74,482.57,1892.06,148,25,5.53,,55.3,25.96,4.11,,10,2,1.14,460.71,11.43,0,3,6,3,0,0,0,7.96,5.145,,,,,,17.3,9.1,9.3,0,4.319,0.358,0.125,,,,0.124,0.137,0.261,0.055
PreCCF4020/Ornl,f,8350,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.94,11.2,8.7,0.742,,,0.179,,,,0.156,,,0.101
PreCCF4020/Ornl,m,7352,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,3,83,57,,,,,,,,,,,,,,,,,,,,0,0,0,2.46,2.815,38.00,12.75,26.91,4.03,3.54,25.15,,8.8,0.281,,,0.176,,,,0.212,,,
PreCCF4020/Ornl,m,7902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,81,54,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,22.6,10.5,9.5,0.135,5.067,0.39,0.239,,,,0.258,0.487,0.745,0.038
PreCCF4020/Ornl,m,8346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,71,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF4020/Ornl,m,8348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,97,74,384.1,1362.18,59,11.27,1.03,16.95,10.33,3.07,8.97,0,12,3,,,,,,,,0,0,0,60,10.555,,,,,,18.7,10,9.3,0,4.5905,0.375,0.135,,,,0.141,0.159,0.3,0.059
PreCCF4020/Ornl,m,8349,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.38,,8,0.164,,,0.128,,,,0.135,,,0.052
PreCCF4064/Ornl,f,7353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,,,,,,,,,,,,,
PreCCF4064/Ornl,f,7354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1,,,,,,,,,,,,,
PreCCF4064/Ornl,f,7355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,,,,,,,,,,
PreCCF4064/Ornl,f,7356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,,,,,,,,,,,,,
PreCCF4064/Ornl,f,7357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,,,,,,,,,,,,
PreCCF4075/Ornl,f,7358,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,10,69,48,,,,,,,,,,,,,,,,,,,,0,0,0,5.15,3.995,40.45,26.73,26.99,23.45,3.02,27.34,,9,0.632,,,0.183,,,,0.198,,,
PreCCF4075/Ornl,f,7903,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,3,63,35,,,,,,,,,,,,,,,,,,,,0,0,0,10.26,9.27,53.26,39.69,43.85,40.35,5.23,25.5,10,9,0.676,,,0.268,11.7,9.6,300,0.176,0.198,0.374,
PreCCF4075/Ornl,f,8351,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,5,64,41,,,,,,,,,,,,,,,,,,,,0,1,1,13.02,4.78,51.32,41.30,43.32,36.85,5.18,29.98,12,8.8,0.586,5.761,0.45,0.186,11.42,11.61,,0.282,0.257,0.539,
PreCCF4075/Ornl,f,8635,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,4,65,39,1948.1,6020.67,75,14.75,2.27,3.38,22.68,0,7.1,0,8,1,3.81,2065.7,38.09,0,23,3,1,0,0,0,60,4.995,35.27,23.55,22.84,17.68,-5.22,27.9,10,9,0.283,,,0.21,10.9,11.3,,0.235,0.257,0.492,0.297
PreCCF4075/Ornl,f,8791,147,6,123,1.15,15,17,133,112,17,0.2,2.93,1.2,42.3,0.4,13.9,1.3,43.8,5.5,9.62,49,13.08,15.84,32.64,15.23,46.67,701,5.02,,4,95,70,681.11,2795.04,132,20.22,5.03,2.17,50.31,0,4.27,0,0,1,6.36,3936.31,63.56,2.27,38,1,1,0,0,0,5.7,6.425,29.85,30.03,28.38,33.82,-4.57,28.26,9.4,8.3,0.554,,,0.213,,,,0.193,0.199,0.392,0.103
PreCCF4075/Ornl,m,7359,,,,,,,,141,,,,,,,,,,,,,,,,,,,,,10,69,48,,,,,,,,,,,,,,,,,,,,0,0,0,60,6.44,48.48,33.58,33.67,22.58,10.13,30.46,,9.1,0.716,,,0.16,,,,0.238,,,
PreCCF4075/Ornl,m,8352,,,,,,,,51,,,,,,,,,,,,,,,,,,,,,5,64,41,,,,,,,,,,,,,,,,,,,,0,0,0,47.03,5.835,45.46,27.32,34.33,26.69,3.58,25.53,10.7,8.7,0.361,5.835,0.47,0.178,11.47,10.8,,0.228,0.243,0.471,
PreCCF4075/Ornl,m,8636,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,4,65,39,2062.2,5425.39,101,7.94,2.94,3.35,29.38,0,6.2,0,3,0,4.32,1788.26,43.21,0.07,20,1,0,0,0,0,60,5.845,44.96,27.90,39.03,29.72,10.78,29.56,10,8.5,0.852,,,0.15,10.99,10.46,,0.224,0.223,0.447,0.091
PreCCF4075/Ornl,m,8792,,,,,,,,158,,,11.22,4.3,38.7,1.1,10.2,5.8,51.1,19.1,10.06,47,14.09,14.45,31.01,14.54,46.87,427,5.41,,1,126,101,1467.96,4325.74,,17.49,5.85,2.42,58.48,,4.15,1,7,0,4.08,1547.53,40.75,0,18,7,1,0,0,0,8.41,4.63,44.69,34.08,36.31,35.13,-5.35,31.52,10.5,8.6,1.03,,,0.208,,,,0.26,0.285,0.545,
PreCCF4078/Ornl,f,7360,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,7,74,51,,,,,,,,,,,,,,,,,,,,0,0,0,26.52,6,45.73,36.43,35.92,27.38,7.79,20.89,,10.5,0.061,,,0.128,,,,0.134,,,
PreCCF4078/Ornl,f,7904,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,9,101,76,,,,,,,,,,,,,,,,,,,,0,0,0,60,5.445,43.89,31.00,36.53,30.86,3.15,22.71,10.5,10.3,,,,0.137,9.54,9.51,350,0.173,0.173,0.346,
PreCCF4078/Ornl,f,8353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,76,55,,,,,,,,,,,,,,,,,,,,0,1,1,60,7.86,49.18,38.84,48.48,43.58,1.41,22.54,10.2,9.5,0.182,4.754,0.4,0.116,9.7,9.8,,0.165,0.166,0.331,
PreCCF4078/Ornl,f,8793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,97,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.7,9.8,8.6,0,,,0.129,,,,0.199,0.188,0.387,0.193
PreCCF4078/Ornl,f,8794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,130,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,,,,,,,,,,
PreCCF4078/Ornl,m,7361,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,7,74,51,,,,,,,,,,,,,,,,,,,,0,1,1,21.9,,54.56,41.92,50.04,44.37,2.55,20.33,,9.6,0.82,,,0.133,,,,0.154,,,
PreCCF4078/Ornl,m,7905,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,9,101,76,,,,,,,,,,,,,,,,,,,,0,0,0,30.73,11.3,58.51,46.19,44.82,37.28,4.99,22.91,9.8,9.5,0.095,,,0.176,10.4,9.9,400,0.183,0.193,0.376,
PreCCF4078/Ornl,m,8354,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,7,76,55,,,,,,,,,,,,,,,,,,,,0,1,1,60,7.265,51.96,38.89,39.87,29.78,3.80,21.76,10,9.6,0.151,4.702,0.33,0.173,10.15,10.34,,0.171,0.185,0.356,
PreCCF4078/Ornl,m,8637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,82,59,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,19,11,9.5,0.069,,,0.111,,,,0.16,0.176,0.336,0.05
PreCCF4078/Ornl,m,8795,,,,,,,,96,,,,,,,,,,,,,,,,,,,,,4,97,73,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,20.48,10,8.5,0.061,,,0.108,,,,0.181,0.169,0.35,0.046
PreCCF4093/Ornl,f,7363,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,4,67,45,,,,,,,,,,,,,,,,,,,,0,1,1,38.9,13.105,43.67,30.22,43.52,34.69,2.45,18.9,,10,0.189,,,0.156,,,,0.12,,,
PreCCF4093/Ornl,f,7906,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,4,130,105,,,,,,,,,,,,,,,,,,,,0,2,2,33,22.38,38.85,24.47,28.77,25.29,5.95,19.22,10.2,9.6,0.125,,,0.144,8.15,8.45,,0.109,0.127,0.236,
PreCCF4093/Ornl,f,8355,148,7.6,117,1.34,16,24,132,,25,0.2,9.04,3.7,41.1,0.7,8.7,4.6,50.2,21.9,9.26,46,15.42,13.98,30.27,12.95,42.79,285,6.24,,1,66,44,709.57,2622.59,70,6.47,1.45,13.48,14.48,0,8.55,0,0,0,10,2005.58,99.97,122.389,3,0,0,0,2,2,35.01,9.11,,,,,,21,9.7,9.3,0.309,5.061,0.417,0.149,,,,0.138,0.136,0.274,0.156
PreCCF4093/Ornl,f,8641,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,9.5,8.5,0.267,,,0.1,,,,0.14,,,0.043
PreCCF4093/Ornl,m,7364,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,4,67,45,,,,,,,,,,,,,,,,,,,,0,2,2,43.91,7.84,32.01,19.91,,,,28.78,,9.5,0.996,,,0.185,,,,0.181,,,
PreCCF4093/Ornl,m,7907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,130,105,,,,,,,,,,,,,,,,,,,,0,4,4,1.5,11.545,42.09,29.42,35.96,28.40,6.44,,,,,,,,,,,,,,
PreCCF4093/Ornl,m,8356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,66,44,373.97,1979.82,73,11.53,1.46,16.05,14.56,0,8.54,0,1,1,10,1171,100,600,0,4,0,0,1,1,60,7.425,,,,,,23.3,10,10,0.272,4.818,0.435,0.238,,,,0.192,0.197,0.389,0.147
PreCCF4093/Ornl,m,8642,,,,,,,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.89,9.5,8.5,0.323,,,0.105,,,,0.093,,,0.077
PreCCF4114/Ornl,f,7368,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,10,89,65,,,,,,,,,,,,,,,,,,,,0,0,0,60,3.655,40.19,22.34,36.89,26.87,4.52,27.49,,9.2,,,,0.172,,,,0.173,,,
PreCCF4114/Ornl,f,7908,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,5,76,51,,,,,,,,,,,,,,,,,,,,0,0,0,60,4.77,43.41,27.91,42.17,36.58,4.54,23.44,11,9.2,0.389,,,0.124,8.79,8.68,300,0.14,0.146,0.286,
PreCCF4114/Ornl,f,8357,,,,,,,,114,,,,,,,,,,,,,,,,,,,,,3,80,53,,,,,,,,,,,,,,,,,,,,0,0,0,60,6.535,44.96,25.68,39.11,29.91,5.22,39.08,11,9.1,5.536,4.9865,0.42,0.161,10.03,9.71,,0.169,0.189,0.358,
PreCCF4114/Ornl,f,8643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,72,50,1375.54,3869.01,132,27.6,3.62,6.01,36.16,3.07,6.38,0,2,0,3.63,1474.1,36.28,0,18,4,0,0,0,0,21.6,2.98,,,,,,47.4,11.2,8.6,6.507,,,0.206,,,,0.237,0.226,0.463,0.109
PreCCF4114/Ornl,f,8796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7,,,,,,,,,,,,,
PreCCF4114/Ornl,f,8797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7,,,,,,,,,,,,,
PreCCF4114/Ornl,f,8798,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.59,10.5,8.5,0.223,,,0.117,,,,0.135,,,0.079
PreCCF4114/Ornl,m,7369,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,10,89,65,,,,,,,,,,,,,,,,,,,,0,0,0,60,5.005,48.02,37.38,40.55,42.23,5.78,34.11,,9.5,0.971,,,0.238,,,,0.195,,,
PreCCF4114/Ornl,m,7909,,,,,,,,128,,,,,,,,,,,,,,,,,,,,,5,76,51,,,,,,,,,,,,,,,,,,,,0,0,0,8.69,4.595,46.92,30.77,35.48,31.57,4.55,31.55,10.4,9.5,1.05,,,0.182,11.02,10.9,400,0.166,0.179,0.345,
PreCCF4114/Ornl,m,8358,,,,,,,,131,,,,,,,,,,,,,,,,,,,,,3,80,53,,,,,,,,,,,,,,,,,,,,0,0,0,60,,41.99,33.74,37.82,26.22,4.27,38.06,12,9.5,1.17,4.8,,0.172,10,10.2,400,0.169,0.177,0.346,
PreCCF4114/Ornl,m,8644,144,6.6,116,1.21,9,27,158,,23,0.2,10.52,5,47.9,0.9,9.4,4.6,42.7,12.1,9.81,48,15.37,14.55,30.45,14.27,46.87,559,6.14,,7,72,50,1512.57,4038.91,121,35.07,5.13,2.16,51.26,1.73,4.87,0.27,6,1,7,1976.31,70.05,157.223,14,6,1,0,0,0,60,5.485,42.69,23.23,35.43,24.58,-4.98,35.9,10.6,8.5,1.163,,,0.172,,,,0.177,0.185,0.362,0.087
PreCCF4114/Ornl,m,8799,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.61,10.2,9,0.705,,,0.162,,,,0.169,,,0.76
PreCCF4168/Ornl,f,7370,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,9,88,62,,,,,,,,,,,,,,,,,,,,0,0,0,60,5.675,53.16,45.41,45.94,44.68,1.20,23.83,,7.8,0.953,,,0.133,,,,0.136,,,
PreCCF4168/Ornl,f,7910,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,3,74,53,,,,,,,,,,,,,,,,,,,,0,0,0,14.94,3.63,43.04,27.78,37.83,32.17,7.07,25.61,11,7.5,0.536,,,0.17,10.6,11.9,,0.203,0.187,0.39,
PreCCF4168/Ornl,f,8359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,117,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,,,,,
