strain,sex,animal_id,sodium,potassium,chloride,calcium,anion_gap,carbon_dioxide,GLU,GLU_fast,BUN,creatinine,WBC,LYM,pct_LYM,MONO,pct_MONO,GRA,pct_GRA,pct_EOS,RBC,MCV,RDW,MCH,MCHC,hemoglobin,hematocrit,platelets,MPV,testes_wt,litter_size,age_first_litter,duration_to_litter,distance3_OFT,distance10_OFT,transitions_OFT,center1_OFT,center10_OFT,distance_center_OFT,pct_center_OFT,latency_periphery_OFT,duration_periphery_OFT,immobile_OFT,fecal_boli_OFT,urination_OFT,duration_light_LD,distance_light_LD,pct_light_LD,latency_dark_LD,transitions_LD,fecal_boli_LD,urination_LD,capture_score,hold_score,wildness_score,tail_clip,hot_plate,pct_sleep_daily,pct_sleep_dark,pct_daily_deprivation,pct_dark_deprivation,act_dark_deprivation,body_weight,body_length,tail_length,gonad_fat_wt,bone_circumference,brain_wt,heart_wt,kidneyL_length,kidneyR_length,kidney_vol,kidneyL_wt,kidneyR_wt,kidney_both_wt,spleen_wt
PreCCF0388/Ornl,m,8043,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,5,62,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.96,10.1,9,0,4.932,,0.143,14.55,10.99,800,0.611,0.213,0.824,
PreCCF0388/Ornl,m,8464,149,6.3,118,1.21,16,22,116,,19,0.2,15.87,5.1,32.4,1.5,10,9.3,57.6,9.6,10.73,48,13.46,14.63,30.21,15.7,51.96,729,6.08,,1,88,66,153.77,712.87,4,60,1.38,15.56,13.84,64.13,8.55,0.133467,3,0,2.23,171.38,22.26,133.6,1,9,2,0,0,0,13.18,10.965,24.76,11.56,21.46,12.12,-4.05,39.92,10.5,8.6,0.916,,,0.265,,,,0.207,0.225,0.432,0.197
PreCCF0391/Ornl,m,6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,313,237,967.83,3120.19,86,24.2,6.49,4.05,64.86,0,3.51,0.07,7,1,3.63,1228.34,36.3,1.53,13,6,1,0,1,1,55.97,3.23,,,,,,31.6,12,9,0.465,,0.451,0.213,,,,0.192,0.21,0.402,0.2
PreCCF0391/Ornl,m,7563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,132,110,1356.39,3939.65,64,7.67,1.39,6.54,13.93,0,8.61,0,7,0,,,,,,,,0,1,1,60,5.005,34.11,16.70,27.05,18.82,-4.73,26.2,10.5,8,0.853,4.521,0.454,0.191,,,,0.196,0.177,0.373,0.132
PreCCF0409/Ornl,f,6876,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,6,104,81,,,,,,,,,,,,,,,,,,,,0,0,0,1.6,,37.26,11.85,22.94,9.68,2.94,24.67,,9,0.283,,,0.115,,,,0.149,,,
PreCCF0409/Ornl,f,7564,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,4,96,71,668.9,2614.54,72,6.07,3.31,4.65,33.13,1.4,5.69,0,6,1,,,0,0,11,5,0,0,1,1,12.27,2.745,45.68,28.75,38.59,39.11,11.28,36.11,11,9,2.807,,,0.136,10.4,10.5,,0.193,0.19,0.383,0.08
PreCCF0409/Ornl,m,6877,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,6,104,81,,,,,,,,,,,,,,,,,,,,0,1,1,40.47,4.94,,,,,,41.35,,9.5,0.903,,,0.187,,,,0.315,,,
PreCCF0409/Ornl,m,7565,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,4,96,71,1115.36,3852.29,81,39.71,5.77,2.46,57.71,1.94,3.5,4.2,,,6.89,3241.32,68.94,0,16,,,0,1,1,27.2,5.305,40.32,9.89,28.24,9.86,6.29,32.42,11.5,9.2,0.883,,,0.152,11.3,10.8,,0.223,0.219,0.442,0.061
PreCCF0409/Ornl,m,8046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,98,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.2,10,8,0.225,4.6305,0.38,0.187,,,,0.212,0.237,0.449,0.065
PreCCF0409/Ornl,m,8465,,,,,,,,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.66,10.3,9.5,0.437,,,0.113,,,,0.212,,,0.044
PreCCF0419/Ornl,f,6878,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,4,62,38,,,,,,,,,,,,,,,,,,,,0,1,1,27.57,8.38,,,,,,29.2,,10.3,0.955,,,0.154,,,,0.165,,,
PreCCF0419/Ornl,m,6879,,,,,,,,125,,,,,,,,,,,,,,,,,,,,,4,62,38,,,,,,,,,,,,,,,,,,,,0,1,1,54.44,5.83,,,,,,39.55,,10.5,1.399,,,0.177,,,,0.231,,,
PreCCF0425/Ornl,f,6880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,76,49,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
PreCCF0425/Ornl,m,6881,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,4,76,49,,,,,,,,,,,,,,,,,,,,0,0,0,28.14,5.795,,,,,,39.95,,9.1,2.495,,,0.226,,,,0.228,,,
PreCCF0449/Ornl,f,6885,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,9,66,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.84,,8.6,0.088,,,0.24,,,,0.275,,,
PreCCF0449/Ornl,f,7566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,84,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF0449/Ornl,m,6886,156,6.3,117,1.34,17,30,72,,32,0.4,35.17,10.2,29,3.6,10.4,21.4,60.6,18.2,12.82,45,16.31,13.54,30.33,17.36,57.22,933,6.03,,9,66,38,2547.19,6984.17,204,42.8,5.71,2.43,57.07,3.4,4.29,0,6,0,,,,,,,,0,3,3,34.26,2.66,40.74,35.67,37.05,40.96,-4.32,,,,,,,,,,,,,,
PreCCF0453/Ornl,f,6887,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,4,85,62,,,,,,,,,,,,,,,,,,,,0,0,0,8.39,4.46,26.55,22.24,24.45,25.77,1.78,24.47,,9,0.107,,,0.281,,,,0.154,,,
PreCCF0453/Ornl,f,7568,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,4,92,68,,,,,,,,,,,,,,,,,,,,0,0,0,21.41,5.02,51.45,35.93,41.26,32.61,5.21,27.68,11,8.5,0.993,,,0.149,10.3,9.2,300,0.166,0.149,0.315,
PreCCF0453/Ornl,f,8467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,
PreCCF0453/Ornl,m,6888,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,4,85,62,,,,,,,,,,,,,,,,,,,,0,0,0,8.38,,44.45,25.48,34.62,24.83,6.30,34.5,,8.7,0.71,,,0.188,,,,0.225,,,
PreCCF0453/Ornl,m,7569,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,4,92,68,,,,,,,,,,,,,,,,,,,,0,0,0,40.1,3.035,54.45,40.81,52.33,49.32,3.02,25.97,10.5,8.5,0.359,,,0.243,11.9,10,500,0.224,0.223,0.447,
PreCCF0453/Ornl,m,8047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,88,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.4,,,,,,,,,,,,,
PreCCF0457/Ornl,f,6889,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,3,75,51,,,,,,,,,,,,,,,,,,,,0,0,0,11.62,3.67,38.70,17.46,36.36,26.64,4.19,28.08,,9.3,0.19,,,0.207,,,,0.164,,,
PreCCF0457/Ornl,f,7570,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,6,68,43,,,,,,,,,,,,,,,,,,,,0,2,2,16.36,8.81,40.69,15.99,38.24,28.94,9.69,26.62,11,9.5,0.246,,,0.24,10.16,9.95,400,0.173,0.179,0.352,
PreCCF0457/Ornl,f,8048,,,,,,,,89,,,,,,,,,,,,,,,,,,,,,3,64,38,,,,,,,,,,,,,,,,,,,,0,1,1,4.35,3.145,41.29,24.47,38.37,31.13,9.54,27.81,10.5,9.2,0.075,4.799,0.5,0.201,11.12,10.19,,0.173,0.173,0.346,
PreCCF0457/Ornl,m,6890,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,3,75,51,,,,,,,,,,,,,,,,,,,,0,0,0,21.91,4.84,46.02,26.03,35.80,27.79,1.89,25.69,,9.2,0.197,,,0.184,,,,0.181,,,
PreCCF0457/Ornl,m,7571,,,,,,,,79,,,,,,,,,,,,,,,,,,,,,6,68,43,,,,,,,,,,,,,,,,,,,,0,0,0,42.38,4.54,43.75,27.63,29.43,23.91,2.59,29.83,10.7,9.7,0.623,,,0.219,11,11.3,350,0.207,0.207,0.414,
PreCCF0457/Ornl,m,8049,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,3,64,38,,,,,,,,,,,,,,,,,,,,0,1,1,9.82,,41.19,27.84,32.67,27.06,3.12,28.64,9.7,9.5,0.325,4.636,0.53,0.18,11.2,10.8,350,0.203,0.203,0.406,
PreCCF0457/Ornl,m,8468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,72,46,977.32,2707.18,73,21.13,4.13,3.02,41.33,0.33,5.87,0.07,0,0,,,,,,,,0,1,1,,,,,,,,28.6,11,9,0.196,,,0.182,,,,0.225,0.235,0.46,0.101
PreCCF0462/Ornl,f,6891,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,7,72,46,,,,,,,,,,,,,,,,,,,,0,0,0,60,4.89,46.23,39.33,26.33,29.48,-1.32,24,,10.2,,,,0.132,,,,0.151,,,
PreCCF0462/Ornl,f,7572,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,2,65,44,,,,,,,,,,,,,,,,,,,,0,1,1,37.38,6.345,48.70,42.37,36.17,36.27,8.40,23.48,10.7,10,0.62,,,0.137,9.13,9,250,0.155,0.136,0.291,
PreCCF0462/Ornl,f,8050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,118,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF0462/Ornl,f,8470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,126,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF0462/Ornl,m,6892,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,7,72,46,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,28.01,,10.1,0.385,,,0.219,,,,0.228,,,
PreCCF0462/Ornl,m,7573,,,,,,,,102,,,,,,,,,,,,,,,,,,,,,2,65,44,,,,,,,,,,,,,,,,,,,,0,1,1,5.72,8.205,45.38,27.87,33.49,16.51,4.68,26.26,11.4,10.4,0.427,,,0.185,10.29,13.71,600,0.121,0.459,0.58,
PreCCF0462/Ornl,m,8051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,118,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF0462/Ornl,m,8469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,144,121,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,40.2,11.5,10,0.73,5.594,0.385,0.299,,,,0.303,0.326,0.629,0.184
PreCCF0462/Ornl,m,8471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,126,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF0467/Ornl,f,6893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,81,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF0467/Ornl,f,6894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,116,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,,,,,,,,,,,
PreCCF0467/Ornl,f,7574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,108,86,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,26.41,11,9,1.19,4.6965,,0.149,,,,0.191,0.18,0.371,0.091
PreCCF0467/Ornl,m,6895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,81,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF0467/Ornl,m,6896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,116,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,,,,,,,,,,,,,
PreCCF0475/Ornl,f,6897,,,,,,,,121,,,,,,,,,,,,,,,,,,,,,7,87,65,,,,,,,,,,,,,,,,,,,,0,0,0,11.79,5.29,43.05,33.27,37.70,31.20,5.58,31.76,,10.5,0.95,,,0.17,,,,0.317,,,
PreCCF0475/Ornl,m,6898,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,9,108,86,,,,,,,,,,,,,,,,,,,,0,0,0,22.64,3.445,39.38,19.61,40.06,37.58,1.58,41.11,,10.8,1.194,,,0.225,,,,0.377,,,
PreCCF0477/Ornl,f,6899,148,6.4,116,1.29,16,24,149,,18,0.2,15.54,6.9,45,1.5,9.7,7.1,45.3,16.7,11.44,46,13.33,13.58,29.72,15.53,52.26,389,6.36,,2,96,75,375.19,1879.35,35,6.87,1.51,7.62,16.45,0,8.35,14.82,5,0,0.9,219.75,8.99,0,2,0,0,0,0,0,37.99,5.455,36.44,14.51,,,,33,11,9,0.964,5.521,0.376,0.142,,,,0.186,0.205,0.391,0.121
PreCCF0477/Ornl,f,7575,,,,,,,,133,,,,,,,,,,,,,,,,,,,,,2,105,80,1196.42,3484.56,93,18.6,3.26,7.3,32.6,3.67,6.74,0,4,1,5.19,1598.54,51.86,1.6,22,0,1,0,0,0,19.99,4.86,,,,,,23.9,10.5,7,0.16,,,0.174,,,,0.156,0.156,0.312,0.08
PreCCF0477/Ornl,m,6900,147,6.9,115,1.24,16,24,160,,11,0.2,10.84,5.5,51.3,1,9.3,4.3,39.4,9.6,11.46,48,12.83,14.21,29.84,16.29,54.6,856,5.34,,2,96,75,467.5,1969.37,45,45.65,3.63,3.86,36.34,8.07,6.37,0.27,6,2,2.4,431.06,23.99,20.49,4,1,2,0,0,0,60,4.84,,,,,,27.1,11,8.5,0.315,4.8495,0.375,0.184,,,,0.223,0.225,0.448,0.092
PreCCF0477/Ornl,m,7576,145,7.3,114,1.37,13,26,204,62,17,0.3,14.61,7.3,50.3,1.2,8.3,6.1,41.4,16.1,11.4,48,13.11,14.08,29.42,16.06,54.58,385,6.19,,4,118,93,1174.8,2018.93,11,2.87,0.05,25.71,0.48,0,9.95,0.47,8,1,,,,,,,,0,0,0,52.56,4.205,42.14,15.15,31.44,23.16,-5.82,24.4,10,8.5,0.202,,,0.146,,,,0.192,0.222,0.414,0.083
PreCCF0481/Ornl,f,6901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,84,62,,,,,,,,,,,,,,,,,,,,,,,,4.04,,,,,,,,,,,,,,,,,,,
PreCCF0481/Ornl,f,7577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,78,56,936.66,2182.73,106,33.9,4.48,7.94,44.76,7.21,5.52,0.2,3,0,3.13,930.97,31.28,0.200199,9,6,0,0,0,0,17.69,4.075,,,,,,29.4,11,9.5,1.096,5.0175,0.52,0.153,,,,0.175,0.23,0.405,0.22
PreCCF0481/Ornl,f,8054,147,5.5,117,1.3,15,21,140,68,16,0.3,10.86,5.8,53.8,1.2,11.1,3.9,35.1,10,13.38,43,15.32,12.98,30.47,17.37,57.02,280,6.95,,,,,1595.07,4151.91,104,37.73,4.63,1.93,46.33,0.13,5.37,0,3,0,,,,,,,,0,0,0,12.79,6.75,39.39,25.72,26.59,22.71,-5.23,21.9,10.5,8.3,0.69,,,,,,,0.166,0.186,0.352,0.096
PreCCF0481/Ornl,f,8055,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.86,9.2,8,0.421,,,0.093,,,,0.131,,,0.033
PreCCF0481/Ornl,m,6902,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,1,84,62,,,,,,,,,,,,,,,,,,,,0,0,0,,,38.71,24.69,,,,30.54,,9,0.998,,,0.227,,,,0.238,,,
PreCCF0481/Ornl,m,7578,145,6.4,114,1.21,12,26,191,,21,0.4,15.97,7.9,49.8,1.4,9.1,6.7,41.1,16.1,13.54,41,14.78,12.24,30.15,16.58,54.99,246,6.89,,3,78,56,2225.86,5972.71,133,41.13,5.76,1.6,57.63,0.07,4.24,0,3,0,,,,,,,,0,0,0,18.09,10.405,,,,,,32,12,10,0.568,5.501,0.51,0.185,,,,0.274,0.267,0.541,0.086
PreCCF0489/Ornl,f,6903,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,4,66,44,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,28.88,,10.6,,,,0.201,,,,,,,
PreCCF0489/Ornl,f,7579,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,3,78,51,,,,,,,,,,,,,,,,,,,,0,0,0,30.02,6.83,47.98,37.54,41.79,42.96,5.55,22.2,,10.5,,,,0.125,,,,0.167,,,
PreCCF0489/Ornl,f,8056,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,3,65,40,,,,,,,,,,,,,,,,,,,,0,0,0,33.57,8.48,32.85,26.20,,,,19.9,11,9.7,0,5.3235,0.44,0.126,9.85,10.87,400,0.172,0.154,0.326,
PreCCF0489/Ornl,f,8706,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.84,11.5,10.8,0.023,,,0.164,,,,0.222,0.242,0.464,0.091
PreCCF0489/Ornl,m,6904,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,4,66,44,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,33.06,,10.5,0.551,,,0.206,,,,0.201,,,
PreCCF0489/Ornl,m,7580,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,3,78,51,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,27.26,,10.1,0.418,,,0.156,,,,0.189,,,
PreCCF0489/Ornl,m,8057,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,3,65,40,,,,,,,,,,,,,,,,,,,,0,0,0,22.79,6.675,52.56,46.46,44.20,42.58,5.47,29.88,11.5,10.2,0.539,5.3375,0.14,0.228,10.96,11.8,500,0.23,0.232,0.462,
PreCCF0489/Ornl,m,8472,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,7,88,66,245.35,696.83,8,4.6,1.75,13.01,17.5,3.2,7.56,3.34,,,9.99,478.01,99.94,,0,,,0,0,0,1.66,5.03,58.12,49.58,42.26,47.81,6.37,18.47,10.5,10.5,0,,,0.187,13.6,12.8,,0.302,0.303,0.605,0.5
PreCCF0489/Ornl,m,8707,,,,,,,,,,,11.13,5,45,1.1,10.7,5,44.3,3.9,13.15,39,15.77,12.07,30.63,15.87,51.8,619,5.75,,,,,924.88,3264.34,,40.87,5.85,2.6,58.53,,4.15,0,8,0,4.45,1406.7,44.49,83.28,12,5,1,,,,60,6.92,42.87,33.43,37.47,29.13,-3.85,39.52,12,10,1.407,5.686,,0.25,,,,0.281,0.246,0.527,0.061
PreCCF0491/Ornl,f,6905,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,2,91,67,,,,,,,,,,,,,,,,,,,,0,1,1,60,7.395,35.90,17.94,25.28,28.81,6.49,21.4,,8.1,,,,0.182,,,,0.128,,,
PreCCF0491/Ornl,f,7581,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,4,71,45,,,,,,,,,,,,,,,,,,,,0,1,1,20.23,4.69,36.90,10.08,33.55,11.75,8.05,22.99,10.7,8.2,0,,,0.203,9.89,9.8,350,0.16,0.142,0.302,
PreCCF0491/Ornl,f,8058,148,6.6,117,1.1,14,25,105,,22,0.2,9.61,4.4,46.1,0.9,10.1,4.3,43.8,15.1,11.88,41,15.38,12.51,30.21,14.86,49.17,402,5.62,,5,63,36,1964.38,6422.56,60,5.55,3.47,4.52,34.7,4.2,5.05,0.2,0,0,2.9,692.11,28.95,0,6,6,0,0,0,0,25.94,3.945,26.36,14.25,16.23,10.69,-6.29,22.8,10.5,8.2,0.787,4.805,0.397,0.153,,,,0.153,0.163,0.316,0.05
PreCCF0491/Ornl,m,6906,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,2,91,67,,,,,,,,,,,,,,,,,,,,0,1,1,55.04,4.48,35.12,12.61,29.27,20.75,-5.11,25.84,,8.4,0.482,,,0.19,,,,0.166,,,
PreCCF0491/Ornl,m,7582,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,4,71,45,,,,,,,,,,,,,,,,,,,,0,1,1,,4.16,31.02,8.05,30.49,15.19,4.21,23.83,10.5,8.5,0.547,,,0.229,9.71,9.49,350,0.157,0.159,0.316,
PreCCF0491/Ornl,m,8059,143,9,130,0.84,,20,165,,,3.1,9.17,5.3,57.9,0.8,8.8,3.1,33.3,2.1,12.29,41,15.41,11.95,29.22,14.69,50.27,637,5.06,,2,61,34,925.59,3429.78,76,16.02,2.04,7.48,20.38,6.54,7.13,1.4,5,0,2.53,862.75,25.27,58.99,7,2,0,0,0,0,23.15,3.285,39.09,19.11,33.36,20.65,-4.57,27.49,10.5,8,1.217,5,0.35,0.156,,,,0.123,0.146,0.269,0.056
PreCCF0495/Ornl,f,6907,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,6,81,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.62,,9.1,,,,0.145,,,,,,,
PreCCF0495/Ornl,f,7583,,,,,,,,73,,,,,,,,,,,,,,,,,,,,,5,73,46,1534.57,5212.32,105,25.17,6.01,0.96,60.06,2.54,3.01,0.27,7,0,4.67,2170.16,46.68,0,21,0,0,0,0,0,8.75,5.405,27.88,16.98,31.62,28.00,-3.84,29.05,12,8.7,0.301,,,0.197,10.4,10.9,,0.156,0.202,0.358,0.099
PreCCF0495/Ornl,m,6908,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,6,81,57,,,,,,,,,,,,,,,,,,,,0,0,0,7.87,4.8,54.27,40.54,46.99,45.59,4.44,32.48,,9.5,1.039,,,0.182,,,,0.218,,,
PreCCF0495/Ornl,m,7585,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,5,73,46,836.84,2406.33,76,22.42,4.85,5.33,48.5,9.74,5.15,0.8,5,0,3.11,1223.7,31.1,0,17,7,1,0,0,0,3.51,3.85,,,,,,33.2,11.5,8.7,0.7,,,0.207,11.1,11.9,,0.297,0.269,0.566,0.08
PreCCF0508/Ornl,f,6909,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,5,87,60,,,,,,,,,,,,,,,,,,,,0,1,1,60,6.61,37.42,30.00,38.15,24.75,6.27,24.65,,10.2,,,,0.216,,,,0.206,,,
PreCCF0508/Ornl,f,7586,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,5,92,67,,,,,,,,,,,,,,,,,,,,0,0,0,,5.935,39.27,29.59,35.88,31.07,1.40,26.29,11,9.5,0.139,,,0.168,10.15,9.94,350,0.186,0.201,0.387,
PreCCF0508/Ornl,f,8061,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,7,78,55,,,,,,,,,,,,,,,,,,,,0,0,0,50.98,,50.22,43.26,48.44,58.34,6.22,26.33,10.2,9.4,0.851,4.562,0.42,0.142,9.7,10.4,300,0.167,0.145,0.312,
PreCCF0508/Ornl,f,8473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,89,66,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,23.66,11.5,10,0.095,,,0.13,,,,0.2,0.203,0.403,0.077
PreCCF0508/Ornl,f,8708,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.78,,9,0,,,0.1,,,,0.127,,,0.046
PreCCF0508/Ornl,m,6910,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,7,92,65,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,39.72,,10.3,2.079,,,0.25,,,,0.219,,,
PreCCF0508/Ornl,m,7587,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,5,92,67,,,,,,,,,,,,,,,,,,,,0,0,0,60,4.83,59.50,51.14,52.58,58.15,11.55,40.4,,10.5,1.7,,,0.277,,,,0.248,,,
PreCCF0508/Ornl,m,8062,,,,,,,,85,,,,,,,,,,,,,,,,,,,,,7,78,55,,,,,,,,,,,,,,,,,,,,0,0,0,60,4.42,37.69,31.62,32.55,33.03,3.26,22.11,10,10.5,0.181,4.051,0.4,0.146,11,11.3,400,0.174,0.213,0.387,
PreCCF0508/Ornl,m,8474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,89,66,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,36.46,11,10.5,0.951,4.997,0.413,0.162,,,,0.23,0.327,0.557,0.03
PreCCF0508/Ornl,m,8709,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.22,,9.5,0.307,,,0.118,,,,0.187,,,0.06
PreCCF0509/Ornl,f,6911,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,2,71,46,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,19.2,,8.7,,,,0.142,,,,,,,
PreCCF0509/Ornl,f,7588,,,,,,,,86,,,,,,,,,,,,,,,,,,,,,3,84,63,,,,,,,,,,,,,,,,,,,,0,1,1,44.25,,38.60,20.79,24.39,11.25,7.34,18.01,10,8.8,0.073,,,0.132,8.5,8.49,250,0.13,0.136,0.266,
PreCCF0509/Ornl,f,8063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,117,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PreCCF0509/Ornl,m,6912,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,2,71,46,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,20.9,,8.5,0.04,,,0.149,,,,0.185,,,
PreCCF0509/Ornl,m,7589,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,3,84,63,,,,,,,,,,,,,,,,,,,,0,1,1,33.8,3.46,36.42,15.07,29.15,15.78,7.24,21.01,10,8.5,0.064,,,0.135,10.33,9.84,350,0.148,0.157,0.305,
PreCCF0509/Ornl,m,8064,146,5.6,117,1.12,12,23,155,,30,0.2,18.69,9.3,50,2,11,7.4,39,10.2,12.03,47,13.21,13.87,29.43,16.69,56.7,174,7.91,,6,117,89,1615.62,4610.42,153,20.33,2.99,3.63,29.89,7.13,7.01,0,2,0,,,,,,,,0,1,1,2.62,8.535,40.87,26.05,35.61,31.92,-5.23,29.7,11,9.1,0.206,5.4675,0.478,0.197,,,,0.33,0.321,0.651,0.13
PreCCF0509/Ornl,m,8475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,113,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,,,,,,,,,,,,,
PreCCF0509/Ornl,m,8710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,,,,,,,,,,,,,
PreCCF0518/Ornl,f,6913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,91,69,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,
